date,mmwr_year,mmwr_week,state,state_name,population,region,region_name,cases,deaths,hosp,series_complete,booster
2020-01-25,2020,4,AK,Alaska,732441,10,Pacific Northwest,0,0,NA,NA,NA
2020-02-01,2020,5,AK,Alaska,732441,10,Pacific Northwest,0,0,NA,NA,NA
2020-02-08,2020,6,AK,Alaska,732441,10,Pacific Northwest,0,0,NA,NA,NA
2020-02-15,2020,7,AK,Alaska,732441,10,Pacific Northwest,0,0,NA,NA,NA
2020-02-22,2020,8,AK,Alaska,732441,10,Pacific Northwest,0,0,NA,NA,NA
2020-02-29,2020,9,AK,Alaska,732441,10,Pacific Northwest,0,0,NA,NA,NA
2020-03-07,2020,10,AK,Alaska,732441,10,Pacific Northwest,0,0,NA,NA,NA
2020-03-14,2020,11,AK,Alaska,732441,10,Pacific Northwest,0,0,NA,NA,NA
2020-03-21,2020,12,AK,Alaska,732441,10,Pacific Northwest,11,0,NA,NA,NA
2020-03-28,2020,13,AK,Alaska,732441,10,Pacific Northwest,52,NA,NA,NA,NA
2020-04-04,2020,14,AK,Alaska,732441,10,Pacific Northwest,86,NA,NA,NA,NA
2020-04-11,2020,15,AK,Alaska,732441,10,Pacific Northwest,86,NA,NA,NA,NA
2020-04-18,2020,16,AK,Alaska,732441,10,Pacific Northwest,65,NA,NA,NA,NA
2020-04-25,2020,17,AK,Alaska,732441,10,Pacific Northwest,37,0,NA,NA,NA
2020-05-02,2020,18,AK,Alaska,732441,10,Pacific Northwest,18,0,NA,NA,NA
2020-05-09,2020,19,AK,Alaska,732441,10,Pacific Northwest,19,NA,NA,NA,NA
2020-05-16,2020,20,AK,Alaska,732441,10,Pacific Northwest,15,0,NA,NA,NA
2020-05-23,2020,21,AK,Alaska,732441,10,Pacific Northwest,15,0,NA,NA,NA
2020-05-30,2020,22,AK,Alaska,732441,10,Pacific Northwest,23,0,NA,NA,NA
2020-06-06,2020,23,AK,Alaska,732441,10,Pacific Northwest,91,0,NA,NA,NA
2020-06-13,2020,24,AK,Alaska,732441,10,Pacific Northwest,98,NA,NA,NA,NA
2020-06-20,2020,25,AK,Alaska,732441,10,Pacific Northwest,97,0,NA,NA,NA
2020-06-27,2020,26,AK,Alaska,732441,10,Pacific Northwest,108,0,NA,NA,NA
2020-07-04,2020,27,AK,Alaska,732441,10,Pacific Northwest,199,NA,NA,NA,NA
2020-07-11,2020,28,AK,Alaska,732441,10,Pacific Northwest,253,NA,NA,NA,NA
2020-07-18,2020,29,AK,Alaska,732441,10,Pacific Northwest,421,NA,NA,NA,NA
2020-07-25,2020,30,AK,Alaska,732441,10,Pacific Northwest,508,NA,NA,NA,NA
2020-08-01,2020,31,AK,Alaska,732441,10,Pacific Northwest,684,NA,NA,NA,NA
2020-08-08,2020,32,AK,Alaska,732441,10,Pacific Northwest,601,NA,28,NA,NA
2020-08-15,2020,33,AK,Alaska,732441,10,Pacific Northwest,491,NA,22,NA,NA
2020-08-22,2020,34,AK,Alaska,732441,10,Pacific Northwest,558,NA,31,NA,NA
2020-08-29,2020,35,AK,Alaska,732441,10,Pacific Northwest,465,NA,31,NA,NA
2020-09-05,2020,36,AK,Alaska,732441,10,Pacific Northwest,474,NA,35,NA,NA
2020-09-12,2020,37,AK,Alaska,732441,10,Pacific Northwest,547,NA,30,NA,NA
2020-09-19,2020,38,AK,Alaska,732441,10,Pacific Northwest,529,NA,38,NA,NA
2020-09-26,2020,39,AK,Alaska,732441,10,Pacific Northwest,642,NA,35,NA,NA
2020-10-03,2020,40,AK,Alaska,732441,10,Pacific Northwest,833,NA,33,NA,NA
2020-10-10,2020,41,AK,Alaska,732441,10,Pacific Northwest,1020,NA,38,NA,NA
2020-10-17,2020,42,AK,Alaska,732441,10,Pacific Northwest,1341,10,62,NA,NA
2020-10-24,2020,43,AK,Alaska,732441,10,Pacific Northwest,1538,NA,54,NA,NA
2020-10-31,2020,44,AK,Alaska,732441,10,Pacific Northwest,2614,10,69,NA,NA
2020-11-07,2020,45,AK,Alaska,732441,10,Pacific Northwest,2727,NA,91,NA,NA
2020-11-14,2020,46,AK,Alaska,732441,10,Pacific Northwest,3598,16,121,NA,NA
2020-11-21,2020,47,AK,Alaska,732441,10,Pacific Northwest,4316,15,121,NA,NA
2020-11-28,2020,48,AK,Alaska,732441,10,Pacific Northwest,4112,21,154,NA,NA
2020-12-05,2020,49,AK,Alaska,732441,10,Pacific Northwest,4524,31,134,NA,NA
2020-12-12,2020,50,AK,Alaska,732441,10,Pacific Northwest,4622,24,102,NA,NA
2020-12-19,2020,51,AK,Alaska,732441,10,Pacific Northwest,3417,20,100,46,0
2020-12-26,2020,52,AK,Alaska,732441,10,Pacific Northwest,2223,24,60,69,0
2021-01-02,2020,53,AK,Alaska,732441,10,Pacific Northwest,1724,10,69,114,0
2021-01-09,2021,1,AK,Alaska,732673,10,Pacific Northwest,2026,13,76,8396,0
2021-01-16,2021,2,AK,Alaska,732673,10,Pacific Northwest,1973,NA,54,13560,0
2021-01-23,2021,3,AK,Alaska,732673,10,Pacific Northwest,1377,NA,35,20111,0
2021-01-30,2021,4,AK,Alaska,732673,10,Pacific Northwest,1181,NA,29,30926,0
2021-02-06,2021,5,AK,Alaska,732673,10,Pacific Northwest,946,NA,25,54621,0
2021-02-13,2021,6,AK,Alaska,732673,10,Pacific Northwest,989,NA,26,82561,0
2021-02-20,2021,7,AK,Alaska,732673,10,Pacific Northwest,807,NA,37,103188,0
2021-02-27,2021,8,AK,Alaska,732673,10,Pacific Northwest,885,NA,33,119627,0
2021-03-06,2021,9,AK,Alaska,732673,10,Pacific Northwest,876,NA,30,142789,0
2021-03-13,2021,10,AK,Alaska,732673,10,Pacific Northwest,910,NA,31,159723,0
2021-03-20,2021,11,AK,Alaska,732673,10,Pacific Northwest,914,NA,42,175968,0
2021-03-27,2021,12,AK,Alaska,732673,10,Pacific Northwest,944,NA,33,193406,0
2021-04-03,2021,13,AK,Alaska,732673,10,Pacific Northwest,1186,NA,45,219138,0
2021-04-10,2021,14,AK,Alaska,732673,10,Pacific Northwest,1208,NA,43,252436,0
2021-04-17,2021,15,AK,Alaska,732673,10,Pacific Northwest,1113,NA,33,272790,0
2021-04-24,2021,16,AK,Alaska,732673,10,Pacific Northwest,1146,NA,50,285570,0
2021-05-01,2021,17,AK,Alaska,732673,10,Pacific Northwest,1042,NA,48,296198,0
2021-05-08,2021,18,AK,Alaska,732673,10,Pacific Northwest,731,13,33,305121,0
2021-05-15,2021,19,AK,Alaska,732673,10,Pacific Northwest,565,10,31,313577,0
2021-05-22,2021,20,AK,Alaska,732673,10,Pacific Northwest,453,NA,16,320554,0
2021-05-29,2021,21,AK,Alaska,732673,10,Pacific Northwest,297,NA,16,326413,0
2021-06-05,2021,22,AK,Alaska,732673,10,Pacific Northwest,230,NA,25,335235,0
2021-06-12,2021,23,AK,Alaska,732673,10,Pacific Northwest,185,NA,17,344302,0
2021-06-19,2021,24,AK,Alaska,732673,10,Pacific Northwest,155,NA,9,350686,0
2021-06-26,2021,25,AK,Alaska,732673,10,Pacific Northwest,237,NA,13,355354,0
2021-07-03,2021,26,AK,Alaska,732673,10,Pacific Northwest,257,NA,18,359157,0
2021-07-10,2021,27,AK,Alaska,732673,10,Pacific Northwest,313,NA,36,362219,0
2021-07-17,2021,28,AK,Alaska,732673,10,Pacific Northwest,572,0,46,365207,0
2021-07-24,2021,29,AK,Alaska,732673,10,Pacific Northwest,1199,NA,76,367909,0
2021-07-31,2021,30,AK,Alaska,732673,10,Pacific Northwest,1546,16,91,370585,0
2021-08-07,2021,31,AK,Alaska,732673,10,Pacific Northwest,1892,26,85,373279,0
2021-08-14,2021,32,AK,Alaska,732673,10,Pacific Northwest,2112,23,123,376583,78
2021-08-21,2021,33,AK,Alaska,732673,10,Pacific Northwest,3001,23,122,380405,1376
2021-08-28,2021,34,AK,Alaska,732673,10,Pacific Northwest,3357,22,131,384491,3384
2021-09-04,2021,35,AK,Alaska,732673,10,Pacific Northwest,3651,38,154,388448,5336
2021-09-11,2021,36,AK,Alaska,732673,10,Pacific Northwest,4264,31,199,392441,7422
2021-09-18,2021,37,AK,Alaska,732673,10,Pacific Northwest,4887,42,192,396747,9287
2021-09-25,2021,38,AK,Alaska,732673,10,Pacific Northwest,6258,55,182,401056,13027
2021-10-02,2021,39,AK,Alaska,732673,10,Pacific Northwest,8436,57,156,406463,25280
2021-10-09,2021,40,AK,Alaska,732673,10,Pacific Northwest,5744,43,147,410537,35143
2021-10-16,2021,41,AK,Alaska,732673,10,Pacific Northwest,6177,44,188,413956,42824
2021-10-23,2021,42,AK,Alaska,732673,10,Pacific Northwest,5530,50,183,416823,52242
2021-10-30,2021,43,AK,Alaska,732673,10,Pacific Northwest,4625,59,174,419462,69220
2021-11-06,2021,44,AK,Alaska,732673,10,Pacific Northwest,4134,38,120,422152,84365
2021-11-13,2021,45,AK,Alaska,732673,10,Pacific Northwest,3391,25,142,424387,96002
2021-11-20,2021,46,AK,Alaska,732673,10,Pacific Northwest,2919,25,92,426576,107553
2021-11-27,2021,47,AK,Alaska,732673,10,Pacific Northwest,2349,29,80,429445,115829
2021-12-04,2021,48,AK,Alaska,732673,10,Pacific Northwest,1716,17,62,436490,128162
2021-12-11,2021,49,AK,Alaska,732673,10,Pacific Northwest,1510,17,60,440837,138450
2021-12-18,2021,50,AK,Alaska,732673,10,Pacific Northwest,1219,NA,58,443468,147786
2021-12-25,2021,51,AK,Alaska,732673,10,Pacific Northwest,1046,10,45,445154,154458
2022-01-01,2021,52,AK,Alaska,732673,10,Pacific Northwest,2080,NA,51,447013,160514
2022-01-08,2022,1,AK,Alaska,733276,10,Pacific Northwest,5523,16,88,449087,168597
2022-01-15,2022,2,AK,Alaska,733276,10,Pacific Northwest,12166,13,117,450884,176901
2022-01-22,2022,3,AK,Alaska,733276,10,Pacific Northwest,15735,17,149,452286,183084
2022-01-29,2022,4,AK,Alaska,733276,10,Pacific Northwest,16839,20,162,453879,187616
2022-02-05,2022,5,AK,Alaska,733276,10,Pacific Northwest,13422,15,116,455341,190988
2022-02-12,2022,6,AK,Alaska,733276,10,Pacific Northwest,8117,25,102,456655,193692
2022-02-19,2022,7,AK,Alaska,733276,10,Pacific Northwest,3958,22,87,457719,195592
2022-02-26,2022,8,AK,Alaska,733276,10,Pacific Northwest,2684,15,61,458737,197338
2022-03-05,2022,9,AK,Alaska,733276,10,Pacific Northwest,2091,16,51,459544,198829
2022-03-12,2022,10,AK,Alaska,733276,10,Pacific Northwest,2440,NA,38,460195,200118
2022-03-19,2022,11,AK,Alaska,733276,10,Pacific Northwest,1407,NA,33,460832,201349
2022-03-26,2022,12,AK,Alaska,733276,10,Pacific Northwest,1423,NA,42,461396,202494
2022-04-02,2022,13,AK,Alaska,733276,10,Pacific Northwest,1445,NA,40,461929,203835
2022-04-09,2022,14,AK,Alaska,733276,10,Pacific Northwest,1377,NA,36,462530,205033
2022-04-16,2022,15,AK,Alaska,733276,10,Pacific Northwest,1237,NA,28,463104,206159
2022-04-23,2022,16,AK,Alaska,733276,10,Pacific Northwest,1513,NA,32,463623,207253
2022-04-30,2022,17,AK,Alaska,733276,10,Pacific Northwest,1425,NA,44,464109,208370
2022-05-07,2022,18,AK,Alaska,733276,10,Pacific Northwest,1417,NA,45,464528,209273
2022-05-14,2022,19,AK,Alaska,733276,10,Pacific Northwest,1539,NA,50,464940,210069
2022-05-21,2022,20,AK,Alaska,733276,10,Pacific Northwest,1697,NA,43,465341,210980
2022-05-28,2022,21,AK,Alaska,733276,10,Pacific Northwest,1881,NA,67,465711,212149
2022-06-04,2022,22,AK,Alaska,733276,10,Pacific Northwest,1944,NA,63,466034,213137
2022-06-11,2022,23,AK,Alaska,733276,10,Pacific Northwest,2057,NA,71,466338,214022
2022-06-18,2022,24,AK,Alaska,733276,10,Pacific Northwest,1982,NA,68,466621,214769
2022-06-25,2022,25,AK,Alaska,733276,10,Pacific Northwest,2137,NA,99,466840,215508
2022-07-02,2022,26,AK,Alaska,733276,10,Pacific Northwest,2766,NA,91,467087,216188
2022-07-09,2022,27,AK,Alaska,733276,10,Pacific Northwest,1988,NA,85,467280,216812
2022-07-16,2022,28,AK,Alaska,733276,10,Pacific Northwest,2133,NA,97,467564,217650
2022-07-23,2022,29,AK,Alaska,733276,10,Pacific Northwest,2345,NA,103,468024,218491
2022-07-30,2022,30,AK,Alaska,733276,10,Pacific Northwest,2050,NA,115,468479,219254
2022-08-06,2022,31,AK,Alaska,733276,10,Pacific Northwest,2573,NA,105,468878,219947
2022-08-13,2022,32,AK,Alaska,733276,10,Pacific Northwest,1868,NA,109,469275,220831
2022-08-20,2022,33,AK,Alaska,733276,10,Pacific Northwest,1465,NA,88,469635,221503
2022-08-27,2022,34,AK,Alaska,733276,10,Pacific Northwest,1673,NA,91,469930,222041
2022-09-03,2022,35,AK,Alaska,733276,10,Pacific Northwest,1208,NA,74,470193,222354
2022-09-10,2022,36,AK,Alaska,733276,10,Pacific Northwest,879,NA,68,470528,222662
2022-09-17,2022,37,AK,Alaska,733276,10,Pacific Northwest,950,NA,53,471060,223327
2022-09-24,2022,38,AK,Alaska,733276,10,Pacific Northwest,644,NA,40,471571,224204
2022-10-01,2022,39,AK,Alaska,733276,10,Pacific Northwest,550,NA,44,472069,225008
2022-10-08,2022,40,AK,Alaska,733276,10,Pacific Northwest,637,NA,32,472514,225976
2022-10-15,2022,41,AK,Alaska,733276,10,Pacific Northwest,511,NA,40,472996,226903
2022-10-22,2022,42,AK,Alaska,733276,10,Pacific Northwest,347,NA,19,473459,227814
2022-10-29,2022,43,AK,Alaska,733276,10,Pacific Northwest,379,NA,31,473874,228783
2022-11-05,2022,44,AK,Alaska,733276,10,Pacific Northwest,359,NA,25,474218,229600
2022-11-12,2022,45,AK,Alaska,733276,10,Pacific Northwest,199,0,35,474565,230346
2022-11-19,2022,46,AK,Alaska,733276,10,Pacific Northwest,390,NA,28,474872,231003
2022-11-26,2022,47,AK,Alaska,733276,10,Pacific Northwest,430,NA,42,475071,231465
2022-12-03,2022,48,AK,Alaska,733276,10,Pacific Northwest,398,0,44,475338,232107
2022-12-10,2022,49,AK,Alaska,733276,10,Pacific Northwest,496,NA,50,475574,232651
2022-12-17,2022,50,AK,Alaska,733276,10,Pacific Northwest,354,NA,44,475764,233080
2022-12-24,2022,51,AK,Alaska,733276,10,Pacific Northwest,380,NA,25,475916,233488
2022-12-31,2022,52,AK,Alaska,733276,10,Pacific Northwest,332,NA,32,476058,233795
2023-01-07,2023,1,AK,Alaska,733406,10,Pacific Northwest,371,NA,39,476209,234178
2023-01-14,2023,2,AK,Alaska,733406,10,Pacific Northwest,470,NA,36,476376,234589
2023-01-21,2023,3,AK,Alaska,733406,10,Pacific Northwest,649,NA,47,476489,234906
2023-01-28,2023,4,AK,Alaska,733406,10,Pacific Northwest,654,NA,49,476591,235199
2023-02-04,2023,5,AK,Alaska,733406,10,Pacific Northwest,793,0,42,476708,235495
2023-02-11,2023,6,AK,Alaska,733406,10,Pacific Northwest,692,NA,44,476790,235700
2023-02-18,2023,7,AK,Alaska,733406,10,Pacific Northwest,786,NA,40,476857,235871
2023-02-25,2023,8,AK,Alaska,733406,10,Pacific Northwest,775,NA,34,476932,236025
2023-03-04,2023,9,AK,Alaska,733406,10,Pacific Northwest,448,NA,50,477013,236219
2023-03-11,2023,10,AK,Alaska,733406,10,Pacific Northwest,582,NA,27,477079,236418
2023-03-18,2023,11,AK,Alaska,733406,10,Pacific Northwest,448,NA,40,477149,236638
2023-03-25,2023,12,AK,Alaska,733406,10,Pacific Northwest,496,NA,40,477219,236794
2023-04-01,2023,13,AK,Alaska,733406,10,Pacific Northwest,514,0,36,477281,236940
2023-04-08,2023,14,AK,Alaska,733406,10,Pacific Northwest,401,0,33,477344,237103
2023-04-15,2023,15,AK,Alaska,733406,10,Pacific Northwest,358,NA,26,477411,237229
2023-04-22,2023,16,AK,Alaska,733406,10,Pacific Northwest,361,NA,22,477464,237361
2023-04-29,2023,17,AK,Alaska,733406,10,Pacific Northwest,280,NA,24,477537,237474
2023-05-06,2023,18,AK,Alaska,733406,10,Pacific Northwest,188,NA,29,477588,237611
2023-05-13,2023,19,AK,Alaska,733406,10,Pacific Northwest,199,NA,28,477592,237614
2023-05-20,2023,20,AK,Alaska,733406,10,Pacific Northwest,NA,NA,10,NA,NA
2023-05-27,2023,21,AK,Alaska,733406,10,Pacific Northwest,NA,NA,22,NA,NA
2023-06-03,2023,22,AK,Alaska,733406,10,Pacific Northwest,NA,NA,19,NA,NA
2023-06-10,2023,23,AK,Alaska,733406,10,Pacific Northwest,NA,NA,32,NA,NA
2023-06-17,2023,24,AK,Alaska,733406,10,Pacific Northwest,NA,NA,23,NA,NA
2023-06-24,2023,25,AK,Alaska,733406,10,Pacific Northwest,NA,NA,25,NA,NA
2023-07-01,2023,26,AK,Alaska,733406,10,Pacific Northwest,NA,0,22,NA,NA
2023-07-08,2023,27,AK,Alaska,733406,10,Pacific Northwest,NA,NA,25,NA,NA
2023-07-15,2023,28,AK,Alaska,733406,10,Pacific Northwest,NA,NA,26,NA,NA
2023-07-22,2023,29,AK,Alaska,733406,10,Pacific Northwest,NA,NA,21,NA,NA
2023-07-29,2023,30,AK,Alaska,733406,10,Pacific Northwest,NA,NA,25,NA,NA
2023-08-05,2023,31,AK,Alaska,733406,10,Pacific Northwest,NA,NA,19,NA,NA
2023-08-12,2023,32,AK,Alaska,733406,10,Pacific Northwest,NA,NA,33,NA,NA
2023-08-19,2023,33,AK,Alaska,733406,10,Pacific Northwest,NA,0,20,NA,NA
2023-08-26,2023,34,AK,Alaska,733406,10,Pacific Northwest,NA,NA,21,NA,NA
2023-09-02,2023,35,AK,Alaska,733406,10,Pacific Northwest,NA,NA,34,NA,NA
2023-09-09,2023,36,AK,Alaska,733406,10,Pacific Northwest,NA,NA,35,NA,NA
2023-09-16,2023,37,AK,Alaska,733406,10,Pacific Northwest,NA,NA,38,NA,NA
2023-09-23,2023,38,AK,Alaska,733406,10,Pacific Northwest,NA,NA,24,NA,NA
2023-09-30,2023,39,AK,Alaska,733406,10,Pacific Northwest,NA,NA,21,NA,NA
2023-10-07,2023,40,AK,Alaska,733406,10,Pacific Northwest,NA,NA,25,NA,NA
2023-10-14,2023,41,AK,Alaska,733406,10,Pacific Northwest,NA,NA,30,NA,NA
2023-10-21,2023,42,AK,Alaska,733406,10,Pacific Northwest,NA,NA,16,NA,NA
2023-10-28,2023,43,AK,Alaska,733406,10,Pacific Northwest,NA,NA,16,NA,NA
2023-11-04,2023,44,AK,Alaska,733406,10,Pacific Northwest,NA,NA,20,NA,NA
2023-11-11,2023,45,AK,Alaska,733406,10,Pacific Northwest,NA,0,32,NA,NA
2023-11-18,2023,46,AK,Alaska,733406,10,Pacific Northwest,NA,NA,19,NA,NA
2023-11-25,2023,47,AK,Alaska,733406,10,Pacific Northwest,NA,0,15,NA,NA
2023-12-02,2023,48,AK,Alaska,733406,10,Pacific Northwest,NA,0,23,NA,NA
2023-12-09,2023,49,AK,Alaska,733406,10,Pacific Northwest,NA,0,18,NA,NA
2023-12-16,2023,50,AK,Alaska,733406,10,Pacific Northwest,NA,0,23,NA,NA
2023-12-23,2023,51,AK,Alaska,733406,10,Pacific Northwest,NA,NA,21,NA,NA
2023-12-30,2023,52,AK,Alaska,733406,10,Pacific Northwest,NA,0,34,NA,NA
2024-01-06,2024,1,AK,Alaska,733824,10,Pacific Northwest,NA,0,36,NA,NA
2024-01-13,2024,2,AK,Alaska,733824,10,Pacific Northwest,NA,NA,37,NA,NA
2024-01-20,2024,3,AK,Alaska,733824,10,Pacific Northwest,NA,NA,44,NA,NA
2024-01-27,2024,4,AK,Alaska,733824,10,Pacific Northwest,NA,NA,40,NA,NA
2024-02-03,2024,5,AK,Alaska,733824,10,Pacific Northwest,NA,NA,55,NA,NA
2024-02-10,2024,6,AK,Alaska,733824,10,Pacific Northwest,NA,NA,52,NA,NA
2024-02-17,2024,7,AK,Alaska,733824,10,Pacific Northwest,NA,NA,39,NA,NA
2024-02-24,2024,8,AK,Alaska,733824,10,Pacific Northwest,NA,NA,28,NA,NA
2024-03-02,2024,9,AK,Alaska,733824,10,Pacific Northwest,NA,NA,21,NA,NA
2024-03-09,2024,10,AK,Alaska,733824,10,Pacific Northwest,NA,NA,31,NA,NA
2024-03-16,2024,11,AK,Alaska,733824,10,Pacific Northwest,NA,NA,17,NA,NA
2024-03-23,2024,12,AK,Alaska,733824,10,Pacific Northwest,NA,NA,10,NA,NA
2024-03-30,2024,13,AK,Alaska,733824,10,Pacific Northwest,NA,NA,6,NA,NA
2024-04-06,2024,14,AK,Alaska,733824,10,Pacific Northwest,NA,0,4,NA,NA
2024-04-13,2024,15,AK,Alaska,733824,10,Pacific Northwest,NA,0,7,NA,NA
2024-04-20,2024,16,AK,Alaska,733824,10,Pacific Northwest,NA,NA,2,NA,NA
2024-04-27,2024,17,AK,Alaska,733824,10,Pacific Northwest,NA,NA,8,NA,NA
2024-05-04,2024,18,AK,Alaska,733824,10,Pacific Northwest,NA,0,NA,NA,NA
2024-05-11,2024,19,AK,Alaska,733824,10,Pacific Northwest,NA,NA,NA,NA,NA
2024-05-18,2024,20,AK,Alaska,733824,10,Pacific Northwest,NA,NA,NA,NA,NA
2024-05-25,2024,21,AK,Alaska,733824,10,Pacific Northwest,NA,NA,NA,NA,NA
2024-06-01,2024,22,AK,Alaska,733824,10,Pacific Northwest,NA,NA,NA,NA,NA
2024-06-08,2024,23,AK,Alaska,733824,10,Pacific Northwest,NA,0,NA,NA,NA
2024-06-15,2024,24,AK,Alaska,733824,10,Pacific Northwest,NA,0,NA,NA,NA
2024-06-22,2024,25,AK,Alaska,733824,10,Pacific Northwest,NA,NA,NA,NA,NA
2024-06-29,2024,26,AK,Alaska,733824,10,Pacific Northwest,NA,NA,NA,NA,NA
2024-07-06,2024,27,AK,Alaska,733824,10,Pacific Northwest,NA,NA,NA,NA,NA
2024-07-13,2024,28,AK,Alaska,733824,10,Pacific Northwest,NA,NA,NA,NA,NA
2024-07-20,2024,29,AK,Alaska,733824,10,Pacific Northwest,NA,NA,NA,NA,NA
2024-07-27,2024,30,AK,Alaska,733824,10,Pacific Northwest,NA,NA,NA,NA,NA
2024-08-03,2024,31,AK,Alaska,733824,10,Pacific Northwest,NA,NA,NA,NA,NA
2024-08-10,2024,32,AK,Alaska,733824,10,Pacific Northwest,NA,NA,NA,NA,NA
2024-08-17,2024,33,AK,Alaska,733824,10,Pacific Northwest,NA,NA,NA,NA,NA
2024-08-24,2024,34,AK,Alaska,733824,10,Pacific Northwest,NA,NA,NA,NA,NA
2024-08-31,2024,35,AK,Alaska,733824,10,Pacific Northwest,NA,NA,NA,NA,NA
2024-09-07,2024,36,AK,Alaska,733824,10,Pacific Northwest,NA,NA,NA,NA,NA
2024-09-14,2024,37,AK,Alaska,733824,10,Pacific Northwest,NA,0,NA,NA,NA
2024-09-21,2024,38,AK,Alaska,733824,10,Pacific Northwest,NA,NA,NA,NA,NA
2024-09-28,2024,39,AK,Alaska,733824,10,Pacific Northwest,NA,0,NA,NA,NA
2024-10-05,2024,40,AK,Alaska,733824,10,Pacific Northwest,NA,NA,NA,NA,NA
2024-10-12,2024,41,AK,Alaska,733824,10,Pacific Northwest,NA,NA,NA,NA,NA
2024-10-19,2024,42,AK,Alaska,733824,10,Pacific Northwest,NA,0,NA,NA,NA
2024-10-26,2024,43,AK,Alaska,733824,10,Pacific Northwest,NA,0,NA,NA,NA
2024-11-02,2024,44,AK,Alaska,733824,10,Pacific Northwest,NA,0,NA,NA,NA
2024-11-09,2024,45,AK,Alaska,733824,10,Pacific Northwest,NA,NA,NA,NA,NA
2024-11-16,2024,46,AK,Alaska,733824,10,Pacific Northwest,NA,0,NA,NA,NA
2024-11-23,2024,47,AK,Alaska,733824,10,Pacific Northwest,NA,0,NA,NA,NA
2024-11-30,2024,48,AK,Alaska,733824,10,Pacific Northwest,NA,NA,NA,NA,NA
2020-01-25,2020,4,AL,Alabama,5024803,4,Southeast,0,NA,NA,NA,NA
2020-02-01,2020,5,AL,Alabama,5024803,4,Southeast,0,0,NA,NA,NA
2020-02-08,2020,6,AL,Alabama,5024803,4,Southeast,0,0,NA,NA,NA
2020-02-15,2020,7,AL,Alabama,5024803,4,Southeast,0,0,NA,NA,NA
2020-02-22,2020,8,AL,Alabama,5024803,4,Southeast,0,0,NA,NA,NA
2020-02-29,2020,9,AL,Alabama,5024803,4,Southeast,0,NA,NA,NA,NA
2020-03-07,2020,10,AL,Alabama,5024803,4,Southeast,0,0,NA,NA,NA
2020-03-14,2020,11,AL,Alabama,5024803,4,Southeast,3,0,NA,NA,NA
2020-03-21,2020,12,AL,Alabama,5024803,4,Southeast,58,NA,NA,NA,NA
2020-03-28,2020,13,AL,Alabama,5024803,4,Southeast,411,23,NA,NA,NA
2020-04-04,2020,14,AL,Alabama,5024803,4,Southeast,703,49,NA,NA,NA
2020-04-11,2020,15,AL,Alabama,5024803,4,Southeast,1439,81,NA,NA,NA
2020-04-18,2020,16,AL,Alabama,5024803,4,Southeast,1693,89,NA,NA,NA
2020-04-25,2020,17,AL,Alabama,5024803,4,Southeast,1385,85,NA,NA,NA
2020-05-02,2020,18,AL,Alabama,5024803,4,Southeast,1287,81,NA,NA,NA
2020-05-09,2020,19,AL,Alabama,5024803,4,Southeast,1790,116,NA,NA,NA
2020-05-16,2020,20,AL,Alabama,5024803,4,Southeast,2053,96,NA,NA,NA
2020-05-23,2020,21,AL,Alabama,5024803,4,Southeast,2364,82,NA,NA,NA
2020-05-30,2020,22,AL,Alabama,5024803,4,Southeast,3077,103,NA,NA,NA
2020-06-06,2020,23,AL,Alabama,5024803,4,Southeast,2691,91,NA,NA,NA
2020-06-13,2020,24,AL,Alabama,5024803,4,Southeast,3705,81,NA,NA,NA
2020-06-20,2020,25,AL,Alabama,5024803,4,Southeast,5282,88,NA,NA,NA
2020-06-27,2020,26,AL,Alabama,5024803,4,Southeast,4937,103,NA,NA,NA
2020-07-04,2020,27,AL,Alabama,5024803,4,Southeast,6769,125,NA,NA,NA
2020-07-11,2020,28,AL,Alabama,5024803,4,Southeast,8502,135,NA,NA,NA
2020-07-18,2020,29,AL,Alabama,5024803,4,Southeast,12045,192,NA,NA,NA
2020-07-25,2020,30,AL,Alabama,5024803,4,Southeast,12400,251,NA,NA,NA
2020-08-01,2020,31,AL,Alabama,5024803,4,Southeast,12058,263,NA,NA,NA
2020-08-08,2020,32,AL,Alabama,5024803,4,Southeast,10671,264,664,NA,NA
2020-08-15,2020,33,AL,Alabama,5024803,4,Southeast,8896,230,659,NA,NA
2020-08-22,2020,34,AL,Alabama,5024803,4,Southeast,7477,209,775,NA,NA
2020-08-29,2020,35,AL,Alabama,5024803,4,Southeast,8208,185,854,NA,NA
2020-09-05,2020,36,AL,Alabama,5024803,4,Southeast,8336,156,829,NA,NA
2020-09-12,2020,37,AL,Alabama,5024803,4,Southeast,5821,138,750,NA,NA
2020-09-19,2020,38,AL,Alabama,5024803,4,Southeast,6362,139,703,NA,NA
2020-09-26,2020,39,AL,Alabama,5024803,4,Southeast,6474,105,778,NA,NA
2020-10-03,2020,40,AL,Alabama,5024803,4,Southeast,7875,111,718,NA,NA
2020-10-10,2020,41,AL,Alabama,5024803,4,Southeast,6313,137,771,NA,NA
2020-10-17,2020,42,AL,Alabama,5024803,4,Southeast,7535,126,853,NA,NA
2020-10-24,2020,43,AL,Alabama,5024803,4,Southeast,7985,119,980,NA,NA
2020-10-31,2020,44,AL,Alabama,5024803,4,Southeast,12170,131,1086,NA,NA
2020-11-07,2020,45,AL,Alabama,5024803,4,Southeast,10152,151,1071,NA,NA
2020-11-14,2020,46,AL,Alabama,5024803,4,Southeast,9710,176,1269,NA,NA
