date,mmwr_year,mmwr_week,state,state_name,population,region,region_name,cases,deaths,hosp,series_complete,booster
2022-06-18,2022,24,GA,Georgia,10913150,4,Southeast,19387,55,808,5925184,2371712
2022-06-25,2022,25,GA,Georgia,10913150,4,Southeast,18436,49,919,5930737,2382771
2022-07-02,2022,26,GA,Georgia,10913150,4,Southeast,20971,70,1045,5935678,2391633
2022-07-09,2022,27,GA,Georgia,10913150,4,Southeast,19989,73,1233,5940589,2401015
2022-07-16,2022,28,GA,Georgia,10913150,4,Southeast,26603,87,1356,5945600,2412163
2022-07-23,2022,29,GA,Georgia,10913150,4,Southeast,27231,119,1611,5953252,2429937
2022-07-30,2022,30,GA,Georgia,10913150,4,Southeast,29524,111,1668,5958375,2440562
2022-08-06,2022,31,GA,Georgia,10913150,4,Southeast,27665,127,1549,5964115,2450627
2022-08-13,2022,32,GA,Georgia,10913150,4,Southeast,24937,108,1559,5969866,2459425
2022-08-20,2022,33,GA,Georgia,10913150,4,Southeast,25766,129,1501,5975025,2466578
2022-08-27,2022,34,GA,Georgia,10913150,4,Southeast,23422,108,1484,5979530,2472573
2022-09-03,2022,35,GA,Georgia,10913150,4,Southeast,17905,98,1211,5983054,2475995
2022-09-10,2022,36,GA,Georgia,10913150,4,Southeast,12670,89,999,5987842,2482319
2022-09-17,2022,37,GA,Georgia,10913150,4,Southeast,9627,69,866,5993812,2491258
2022-09-24,2022,38,GA,Georgia,10913150,4,Southeast,7319,90,720,6000711,2504141
2022-10-01,2022,39,GA,Georgia,10913150,4,Southeast,5038,57,575,6007336,2517361
2022-10-08,2022,40,GA,Georgia,10913150,4,Southeast,4392,64,520,6014199,2531149
2022-10-15,2022,41,GA,Georgia,10913150,4,Southeast,3655,44,490,6021336,2546036
2022-10-22,2022,42,GA,Georgia,10913150,4,Southeast,3949,52,439,6028808,2562888
2022-10-29,2022,43,GA,Georgia,10913150,4,Southeast,3375,45,538,6036397,2580219
2022-11-05,2022,44,GA,Georgia,10913150,4,Southeast,4063,47,510,6042893,2594637
2022-11-12,2022,45,GA,Georgia,10913150,4,Southeast,4727,30,556,6047609,2604879
2022-11-19,2022,46,GA,Georgia,10913150,4,Southeast,3792,49,452,6053323,2616455
2022-11-26,2022,47,GA,Georgia,10913150,4,Southeast,4058,46,470,6056888,2623586
2022-12-03,2022,48,GA,Georgia,10913150,4,Southeast,6244,35,706,6061474,2632257
2022-12-10,2022,49,GA,Georgia,10913150,4,Southeast,9819,70,789,6065629,2640599
2022-12-17,2022,50,GA,Georgia,10913150,4,Southeast,9894,72,855,6069962,2649414
2022-12-24,2022,51,GA,Georgia,10913150,4,Southeast,11387,77,1044,6073276,2656421
2022-12-31,2022,52,GA,Georgia,10913150,4,Southeast,10574,88,1382,6076092,2661973
2023-01-07,2023,1,GA,Georgia,11029227,4,Southeast,13798,123,1598,6079135,2667417
2023-01-14,2023,2,GA,Georgia,11029227,4,Southeast,12851,125,1241,6081922,2672353
2023-01-21,2023,3,GA,Georgia,11029227,4,Southeast,8323,114,1021,6084004,2676349
2023-01-28,2023,4,GA,Georgia,11029227,4,Southeast,7685,84,913,6086045,2679747
2023-02-04,2023,5,GA,Georgia,11029227,4,Southeast,7990,82,966,6087971,2682485
2023-02-11,2023,6,GA,Georgia,11029227,4,Southeast,6863,70,916,6089631,2684945
2023-02-18,2023,7,GA,Georgia,11029227,4,Southeast,6340,55,788,6091129,2687268
2023-02-25,2023,8,GA,Georgia,11029227,4,Southeast,5298,70,631,6092539,2689456
2023-03-04,2023,9,GA,Georgia,11029227,4,Southeast,3943,40,531,6093913,2691280
2023-03-11,2023,10,GA,Georgia,11029227,4,Southeast,2963,45,416,6095170,2693123
2023-03-18,2023,11,GA,Georgia,11029227,4,Southeast,2903,41,425,6096454,2694966
2023-03-25,2023,12,GA,Georgia,11029227,4,Southeast,2454,50,425,6097747,2696717
2023-04-01,2023,13,GA,Georgia,11029227,4,Southeast,2833,41,366,6098903,2698318
2023-04-08,2023,14,GA,Georgia,11029227,4,Southeast,2243,32,284,6099980,2699743
2023-04-15,2023,15,GA,Georgia,11029227,4,Southeast,1837,22,268,6101137,2701143
2023-04-22,2023,16,GA,Georgia,11029227,4,Southeast,2001,34,254,6102051,2702590
2023-04-29,2023,17,GA,Georgia,11029227,4,Southeast,1938,22,249,6102851,2703912
2023-05-06,2023,18,GA,Georgia,11029227,4,Southeast,1855,25,257,6103634,2705121
2023-05-13,2023,19,GA,Georgia,11029227,4,Southeast,1618,20,242,6103647,2705136
2023-05-20,2023,20,GA,Georgia,11029227,4,Southeast,NA,20,191,NA,NA
2023-05-27,2023,21,GA,Georgia,11029227,4,Southeast,NA,21,180,NA,NA
2023-06-03,2023,22,GA,Georgia,11029227,4,Southeast,NA,22,162,NA,NA
2023-06-10,2023,23,GA,Georgia,11029227,4,Southeast,NA,17,203,NA,NA
2023-06-17,2023,24,GA,Georgia,11029227,4,Southeast,NA,13,166,NA,NA
2023-06-24,2023,25,GA,Georgia,11029227,4,Southeast,NA,20,166,NA,NA
2023-07-01,2023,26,GA,Georgia,11029227,4,Southeast,NA,11,177,NA,NA
2023-07-08,2023,27,GA,Georgia,11029227,4,Southeast,NA,15,185,NA,NA
2023-07-15,2023,28,GA,Georgia,11029227,4,Southeast,NA,19,217,NA,NA
2023-07-22,2023,29,GA,Georgia,11029227,4,Southeast,NA,21,238,NA,NA
2023-07-29,2023,30,GA,Georgia,11029227,4,Southeast,NA,20,314,NA,NA
2023-08-05,2023,31,GA,Georgia,11029227,4,Southeast,NA,17,404,NA,NA
2023-08-12,2023,32,GA,Georgia,11029227,4,Southeast,NA,37,470,NA,NA
2023-08-19,2023,33,GA,Georgia,11029227,4,Southeast,NA,32,633,NA,NA
2023-08-26,2023,34,GA,Georgia,11029227,4,Southeast,NA,38,783,NA,NA
2023-09-02,2023,35,GA,Georgia,11029227,4,Southeast,NA,45,746,NA,NA
2023-09-09,2023,36,GA,Georgia,11029227,4,Southeast,NA,49,670,NA,NA
2023-09-16,2023,37,GA,Georgia,11029227,4,Southeast,NA,55,605,NA,NA
2023-09-23,2023,38,GA,Georgia,11029227,4,Southeast,NA,46,497,NA,NA
2023-09-30,2023,39,GA,Georgia,11029227,4,Southeast,NA,31,400,NA,NA
2023-10-07,2023,40,GA,Georgia,11029227,4,Southeast,NA,39,343,NA,NA
2023-10-14,2023,41,GA,Georgia,11029227,4,Southeast,NA,21,378,NA,NA
2023-10-21,2023,42,GA,Georgia,11029227,4,Southeast,NA,28,359,NA,NA
2023-10-28,2023,43,GA,Georgia,11029227,4,Southeast,NA,33,352,NA,NA
2023-11-04,2023,44,GA,Georgia,11029227,4,Southeast,NA,28,362,NA,NA
2023-11-11,2023,45,GA,Georgia,11029227,4,Southeast,NA,34,374,NA,NA
2023-11-18,2023,46,GA,Georgia,11029227,4,Southeast,NA,23,382,NA,NA
2023-11-25,2023,47,GA,Georgia,11029227,4,Southeast,NA,29,347,NA,NA
2023-12-02,2023,48,GA,Georgia,11029227,4,Southeast,NA,33,390,NA,NA
2023-12-09,2023,49,GA,Georgia,11029227,4,Southeast,NA,25,434,NA,NA
2023-12-16,2023,50,GA,Georgia,11029227,4,Southeast,NA,29,502,NA,NA
2023-12-23,2023,51,GA,Georgia,11029227,4,Southeast,NA,28,738,NA,NA
2023-12-30,2023,52,GA,Georgia,11029227,4,Southeast,NA,57,930,NA,NA
2024-01-06,2024,1,GA,Georgia,11122902,4,Southeast,NA,60,948,NA,NA
2024-01-13,2024,2,GA,Georgia,11122902,4,Southeast,NA,75,921,NA,NA
2024-01-20,2024,3,GA,Georgia,11122902,4,Southeast,NA,75,893,NA,NA
2024-01-27,2024,4,GA,Georgia,11122902,4,Southeast,NA,65,834,NA,NA
2024-02-03,2024,5,GA,Georgia,11122902,4,Southeast,NA,46,837,NA,NA
2024-02-10,2024,6,GA,Georgia,11122902,4,Southeast,NA,50,799,NA,NA
2024-02-17,2024,7,GA,Georgia,11122902,4,Southeast,NA,43,874,NA,NA
2024-02-24,2024,8,GA,Georgia,11122902,4,Southeast,NA,55,778,NA,NA
2024-03-02,2024,9,GA,Georgia,11122902,4,Southeast,NA,54,697,NA,NA
2024-03-09,2024,10,GA,Georgia,11122902,4,Southeast,NA,47,614,NA,NA
2024-03-16,2024,11,GA,Georgia,11122902,4,Southeast,NA,50,428,NA,NA
2024-03-23,2024,12,GA,Georgia,11122902,4,Southeast,NA,35,368,NA,NA
2024-03-30,2024,13,GA,Georgia,11122902,4,Southeast,NA,35,326,NA,NA
2024-04-06,2024,14,GA,Georgia,11122902,4,Southeast,NA,24,260,NA,NA
2024-04-13,2024,15,GA,Georgia,11122902,4,Southeast,NA,19,208,NA,NA
2024-04-20,2024,16,GA,Georgia,11122902,4,Southeast,NA,19,181,NA,NA
2024-04-27,2024,17,GA,Georgia,11122902,4,Southeast,NA,NA,143,NA,NA
2024-05-04,2024,18,GA,Georgia,11122902,4,Southeast,NA,15,NA,NA,NA
2024-05-11,2024,19,GA,Georgia,11122902,4,Southeast,NA,NA,NA,NA,NA
2024-05-18,2024,20,GA,Georgia,11122902,4,Southeast,NA,14,NA,NA,NA
2024-05-25,2024,21,GA,Georgia,11122902,4,Southeast,NA,15,NA,NA,NA
2024-06-01,2024,22,GA,Georgia,11122902,4,Southeast,NA,NA,NA,NA,NA
2024-06-08,2024,23,GA,Georgia,11122902,4,Southeast,NA,NA,NA,NA,NA
2024-06-15,2024,24,GA,Georgia,11122902,4,Southeast,NA,NA,NA,NA,NA
2024-06-22,2024,25,GA,Georgia,11122902,4,Southeast,NA,NA,NA,NA,NA
2024-06-29,2024,26,GA,Georgia,11122902,4,Southeast,NA,11,NA,NA,NA
2024-07-06,2024,27,GA,Georgia,11122902,4,Southeast,NA,15,NA,NA,NA
2024-07-13,2024,28,GA,Georgia,11122902,4,Southeast,NA,10,NA,NA,NA
2024-07-20,2024,29,GA,Georgia,11122902,4,Southeast,NA,17,NA,NA,NA
2024-07-27,2024,30,GA,Georgia,11122902,4,Southeast,NA,15,NA,NA,NA
2024-08-03,2024,31,GA,Georgia,11122902,4,Southeast,NA,29,NA,NA,NA
2024-08-10,2024,32,GA,Georgia,11122902,4,Southeast,NA,35,NA,NA,NA
2024-08-17,2024,33,GA,Georgia,11122902,4,Southeast,NA,32,NA,NA,NA
2024-08-24,2024,34,GA,Georgia,11122902,4,Southeast,NA,36,NA,NA,NA
2024-08-31,2024,35,GA,Georgia,11122902,4,Southeast,NA,40,NA,NA,NA
2024-09-07,2024,36,GA,Georgia,11122902,4,Southeast,NA,40,NA,NA,NA
2024-09-14,2024,37,GA,Georgia,11122902,4,Southeast,NA,35,NA,NA,NA
2024-09-21,2024,38,GA,Georgia,11122902,4,Southeast,NA,24,NA,NA,NA
2024-09-28,2024,39,GA,Georgia,11122902,4,Southeast,NA,27,NA,NA,NA
2024-10-05,2024,40,GA,Georgia,11122902,4,Southeast,NA,13,NA,NA,NA
2024-10-12,2024,41,GA,Georgia,11122902,4,Southeast,NA,13,NA,NA,NA
2024-10-19,2024,42,GA,Georgia,11122902,4,Southeast,NA,19,NA,NA,NA
2024-10-26,2024,43,GA,Georgia,11122902,4,Southeast,NA,15,NA,NA,NA
2024-11-02,2024,44,GA,Georgia,11122902,4,Southeast,NA,11,NA,NA,NA
2024-11-09,2024,45,GA,Georgia,11122902,4,Southeast,NA,NA,NA,NA,NA
2024-11-16,2024,46,GA,Georgia,11122902,4,Southeast,NA,NA,NA,NA,NA
2024-11-23,2024,47,GA,Georgia,11122902,4,Southeast,NA,0,NA,NA,NA
2024-11-30,2024,48,GA,Georgia,11122902,4,Southeast,NA,NA,NA,NA,NA
2020-01-25,2020,4,HI,Hawaii,1451911,9,Pacific,0,0,NA,NA,NA
2020-02-01,2020,5,HI,Hawaii,1451911,9,Pacific,0,0,NA,NA,NA
2020-02-08,2020,6,HI,Hawaii,1451911,9,Pacific,0,0,NA,NA,NA
2020-02-15,2020,7,HI,Hawaii,1451911,9,Pacific,0,0,NA,NA,NA
2020-02-22,2020,8,HI,Hawaii,1451911,9,Pacific,0,0,NA,NA,NA
2020-02-29,2020,9,HI,Hawaii,1451911,9,Pacific,0,0,NA,NA,NA
2020-03-07,2020,10,HI,Hawaii,1451911,9,Pacific,0,0,NA,NA,NA
2020-03-14,2020,11,HI,Hawaii,1451911,9,Pacific,4,0,NA,NA,NA
2020-03-21,2020,12,HI,Hawaii,1451911,9,Pacific,15,0,NA,NA,NA
2020-03-28,2020,13,HI,Hawaii,1451911,9,Pacific,86,0,NA,NA,NA
2020-04-04,2020,14,HI,Hawaii,1451911,9,Pacific,152,NA,NA,NA,NA
2020-04-11,2020,15,HI,Hawaii,1451911,9,Pacific,149,NA,NA,NA,NA
2020-04-18,2020,16,HI,Hawaii,1451911,9,Pacific,82,NA,NA,NA,NA
2020-04-25,2020,17,HI,Hawaii,1451911,9,Pacific,63,NA,NA,NA,NA
2020-05-02,2020,18,HI,Hawaii,1451911,9,Pacific,32,NA,NA,NA,NA
2020-05-09,2020,19,HI,Hawaii,1451911,9,Pacific,24,0,NA,NA,NA
2020-05-16,2020,20,HI,Hawaii,1451911,9,Pacific,16,0,NA,NA,NA
2020-05-23,2020,21,HI,Hawaii,1451911,9,Pacific,15,0,NA,NA,NA
2020-05-30,2020,22,HI,Hawaii,1451911,9,Pacific,9,0,NA,NA,NA
2020-06-06,2020,23,HI,Hawaii,1451911,9,Pacific,12,0,NA,NA,NA
2020-06-13,2020,24,HI,Hawaii,1451911,9,Pacific,25,0,NA,NA,NA
2020-06-20,2020,25,HI,Hawaii,1451911,9,Pacific,63,0,NA,NA,NA
2020-06-27,2020,26,HI,Hawaii,1451911,9,Pacific,88,NA,NA,NA,NA
2020-07-04,2020,27,HI,Hawaii,1451911,9,Pacific,101,NA,NA,NA,NA
2020-07-11,2020,28,HI,Hawaii,1451911,9,Pacific,151,NA,NA,NA,NA
2020-07-18,2020,29,HI,Hawaii,1451911,9,Pacific,197,NA,NA,NA,NA
2020-07-25,2020,30,HI,Hawaii,1451911,9,Pacific,160,NA,NA,NA,NA
2020-08-01,2020,31,HI,Hawaii,1451911,9,Pacific,354,NA,NA,NA,NA
2020-08-08,2020,32,HI,Hawaii,1451911,9,Pacific,847,NA,105,NA,NA
2020-08-15,2020,33,HI,Hawaii,1451911,9,Pacific,1229,13,135,NA,NA
2020-08-22,2020,34,HI,Hawaii,1451911,9,Pacific,1638,14,204,NA,NA
2020-08-29,2020,35,HI,Hawaii,1451911,9,Pacific,1691,35,379,NA,NA
2020-09-05,2020,36,HI,Hawaii,1451911,9,Pacific,1796,31,258,NA,NA
2020-09-12,2020,37,HI,Hawaii,1451911,9,Pacific,1266,34,309,NA,NA
2020-09-19,2020,38,HI,Hawaii,1451911,9,Pacific,855,32,227,NA,NA
2020-09-26,2020,39,HI,Hawaii,1451911,9,Pacific,642,26,151,NA,NA
2020-10-03,2020,40,HI,Hawaii,1451911,9,Pacific,777,20,236,NA,NA
2020-10-10,2020,41,HI,Hawaii,1451911,9,Pacific,665,20,107,NA,NA
2020-10-17,2020,42,HI,Hawaii,1451911,9,Pacific,615,18,81,NA,NA
2020-10-24,2020,43,HI,Hawaii,1451911,9,Pacific,602,14,48,NA,NA
2020-10-31,2020,44,HI,Hawaii,1451911,9,Pacific,618,11,47,NA,NA
2020-11-07,2020,45,HI,Hawaii,1451911,9,Pacific,590,NA,52,NA,NA
2020-11-14,2020,46,HI,Hawaii,1451911,9,Pacific,747,NA,53,NA,NA
2020-11-21,2020,47,HI,Hawaii,1451911,9,Pacific,631,NA,58,NA,NA
2020-11-28,2020,48,HI,Hawaii,1451911,9,Pacific,776,NA,32,NA,NA
2020-12-05,2020,49,HI,Hawaii,1451911,9,Pacific,555,13,48,NA,NA
2020-12-12,2020,50,HI,Hawaii,1451911,9,Pacific,733,NA,50,NA,NA
2020-12-19,2020,51,HI,Hawaii,1451911,9,Pacific,856,NA,47,51,0
2020-12-26,2020,52,HI,Hawaii,1451911,9,Pacific,897,NA,65,749,0
2021-01-02,2020,53,HI,Hawaii,1451911,9,Pacific,687,NA,72,1917,0
2021-01-09,2021,1,HI,Hawaii,1441553,9,Pacific,1131,NA,77,7658,0
2021-01-16,2021,2,HI,Hawaii,1441553,9,Pacific,1362,12,69,18479,0
2021-01-23,2021,3,HI,Hawaii,1441553,9,Pacific,889,14,68,27757,0
2021-01-30,2021,4,HI,Hawaii,1441553,9,Pacific,817,10,54,46003,0
2021-02-06,2021,5,HI,Hawaii,1441553,9,Pacific,613,NA,33,70096,0
2021-02-13,2021,6,HI,Hawaii,1441553,9,Pacific,483,NA,24,102014,0
2021-02-20,2021,7,HI,Hawaii,1441553,9,Pacific,327,NA,19,131971,0
2021-02-27,2021,8,HI,Hawaii,1441553,9,Pacific,346,NA,29,169453,0
2021-03-06,2021,9,HI,Hawaii,1441553,9,Pacific,317,NA,14,204548,0
2021-03-13,2021,10,HI,Hawaii,1441553,9,Pacific,406,NA,24,235535,0
2021-03-20,2021,11,HI,Hawaii,1441553,9,Pacific,455,NA,22,264223,0
2021-03-27,2021,12,HI,Hawaii,1441553,9,Pacific,646,NA,33,297391,0
2021-04-03,2021,13,HI,Hawaii,1441553,9,Pacific,827,NA,40,348724,0
2021-04-10,2021,14,HI,Hawaii,1441553,9,Pacific,703,NA,50,410425,0
2021-04-17,2021,15,HI,Hawaii,1441553,9,Pacific,662,NA,35,460588,0
2021-04-24,2021,16,HI,Hawaii,1441553,9,Pacific,637,NA,37,512116,0
2021-05-01,2021,17,HI,Hawaii,1441553,9,Pacific,604,NA,40,559884,0
2021-05-08,2021,18,HI,Hawaii,1441553,9,Pacific,739,NA,46,611844,0
2021-05-15,2021,19,HI,Hawaii,1441553,9,Pacific,622,NA,41,662183,0
2021-05-22,2021,20,HI,Hawaii,1441553,9,Pacific,601,NA,32,697355,0
2021-05-29,2021,21,HI,Hawaii,1441553,9,Pacific,375,NA,37,725486,0
2021-06-05,2021,22,HI,Hawaii,1441553,9,Pacific,375,NA,24,751513,0
2021-06-12,2021,23,HI,Hawaii,1441553,9,Pacific,372,NA,17,778933,0
2021-06-19,2021,24,HI,Hawaii,1441553,9,Pacific,393,NA,29,802684,0
2021-06-26,2021,25,HI,Hawaii,1441553,9,Pacific,309,NA,30,816488,0
2021-07-03,2021,26,HI,Hawaii,1441553,9,Pacific,326,NA,27,827556,0
2021-07-10,2021,27,HI,Hawaii,1441553,9,Pacific,378,NA,52,837255,0
2021-07-17,2021,28,HI,Hawaii,1441553,9,Pacific,590,NA,33,845951,0
2021-07-24,2021,29,HI,Hawaii,1441553,9,Pacific,995,NA,47,853951,0
2021-07-31,2021,30,HI,Hawaii,1441553,9,Pacific,1587,NA,90,861259,0
2021-08-07,2021,31,HI,Hawaii,1441553,9,Pacific,2820,17,209,868742,0
2021-08-14,2021,32,HI,Hawaii,1441553,9,Pacific,4032,25,302,876746,952
2021-08-21,2021,33,HI,Hawaii,1441553,9,Pacific,4815,35,389,885729,6242
2021-08-28,2021,34,HI,Hawaii,1441553,9,Pacific,5544,53,379,899167,10221
2021-09-04,2021,35,HI,Hawaii,1441553,9,Pacific,5897,60,299,913654,13930
2021-09-11,2021,36,HI,Hawaii,1441553,9,Pacific,4903,66,280,926111,16924
2021-09-18,2021,37,HI,Hawaii,1441553,9,Pacific,4165,58,240,939413,19567
2021-09-25,2021,38,HI,Hawaii,1441553,9,Pacific,3349,58,165,953853,25221
2021-10-02,2021,39,HI,Hawaii,1441553,9,Pacific,2432,39,136,968445,47463
2021-10-09,2021,40,HI,Hawaii,1441553,9,Pacific,1741,21,93,981437,70338
2021-10-16,2021,41,HI,Hawaii,1441553,9,Pacific,1148,31,68,991277,89624
2021-10-23,2021,42,HI,Hawaii,1441553,9,Pacific,911,17,52,998554,111258
2021-10-30,2021,43,HI,Hawaii,1441553,9,Pacific,980,16,64,1004934,149191
2021-11-06,2021,44,HI,Hawaii,1441553,9,Pacific,758,14,34,1011065,183310
2021-11-13,2021,45,HI,Hawaii,1441553,9,Pacific,785,10,42,1016120,213653
2021-11-20,2021,46,HI,Hawaii,1441553,9,Pacific,689,11,41,1020901,246441
2021-11-27,2021,47,HI,Hawaii,1441553,9,Pacific,673,NA,34,1026381,269719
2021-12-04,2021,48,HI,Hawaii,1441553,9,Pacific,600,NA,32,1041427,306292
2021-12-11,2021,49,HI,Hawaii,1441553,9,Pacific,728,NA,35,1054948,340145
2021-12-18,2021,50,HI,Hawaii,1441553,9,Pacific,1565,NA,41,1062716,373703
2021-12-25,2021,51,HI,Hawaii,1441553,9,Pacific,5797,NA,91,1066750,401874
2022-01-01,2021,52,HI,Hawaii,1441553,9,Pacific,12308,11,211,1071511,431100
2022-01-08,2022,1,HI,Hawaii,1439399,9,Pacific,20135,20,323,1078094,473997
2022-01-15,2022,2,HI,Hawaii,1439399,9,Pacific,32226,28,389,1082872,508654
2022-01-22,2022,3,HI,Hawaii,1439399,9,Pacific,29495,61,410,1087229,533192
2022-01-29,2022,4,HI,Hawaii,1439399,9,Pacific,22197,42,340,1092553,554012
2022-02-05,2022,5,HI,Hawaii,1439399,9,Pacific,12690,51,261,1097224,568461
2022-02-12,2022,6,HI,Hawaii,1439399,9,Pacific,6725,31,194,1101078,577687
2022-02-19,2022,7,HI,Hawaii,1439399,9,Pacific,3388,19,169,1104423,583444
2022-02-26,2022,8,HI,Hawaii,1439399,9,Pacific,1927,15,122,1107020,588389
2022-03-05,2022,9,HI,Hawaii,1439399,9,Pacific,1284,NA,86,1108938,592269
2022-03-12,2022,10,HI,Hawaii,1439399,9,Pacific,948,11,84,1110404,595408
2022-03-19,2022,11,HI,Hawaii,1439399,9,Pacific,713,10,65,1111534,598385
2022-03-26,2022,12,HI,Hawaii,1439399,9,Pacific,815,NA,35,1112420,600741
2022-04-02,2022,13,HI,Hawaii,1439399,9,Pacific,956,NA,48,1113735,603442
2022-04-09,2022,14,HI,Hawaii,1439399,9,Pacific,1144,NA,45,1115342,606165
2022-04-16,2022,15,HI,Hawaii,1439399,9,Pacific,1447,NA,54,1116893,609134
2022-04-23,2022,16,HI,Hawaii,1439399,9,Pacific,2178,NA,67,1118281,611735
2022-04-30,2022,17,HI,Hawaii,1439399,9,Pacific,3056,NA,87,1119509,614525
2022-05-07,2022,18,HI,Hawaii,1439399,9,Pacific,4344,NA,101,1120593,616939
2022-05-14,2022,19,HI,Hawaii,1439399,9,Pacific,6133,NA,138,1121750,619607
2022-05-21,2022,20,HI,Hawaii,1439399,9,Pacific,7405,13,191,1122858,622554
2022-05-28,2022,21,HI,Hawaii,1439399,9,Pacific,8813,NA,191,1124051,626385
2022-06-04,2022,22,HI,Hawaii,1439399,9,Pacific,8645,16,206,1124932,630022
2022-06-11,2022,23,HI,Hawaii,1439399,9,Pacific,8207,15,239,1125765,633111
2022-06-18,2022,24,HI,Hawaii,1439399,9,Pacific,6842,19,237,1126623,635880
2022-06-25,2022,25,HI,Hawaii,1439399,9,Pacific,5808,20,279,1127354,638423
2022-07-02,2022,26,HI,Hawaii,1439399,9,Pacific,5136,11,270,1128019,640593
2022-07-09,2022,27,HI,Hawaii,1439399,9,Pacific,4283,20,221,1128590,642199
2022-07-16,2022,28,HI,Hawaii,1439399,9,Pacific,4303,15,225,1129310,644465
2022-07-23,2022,29,HI,Hawaii,1439399,9,Pacific,4247,11,224,1130113,646858
2022-07-30,2022,30,HI,Hawaii,1439399,9,Pacific,4109,10,207,1131050,649069
2022-08-06,2022,31,HI,Hawaii,1439399,9,Pacific,3654,17,210,1131732,650641
2022-08-13,2022,32,HI,Hawaii,1439399,9,Pacific,3258,11,201,1132414,651933
2022-08-20,2022,33,HI,Hawaii,1439399,9,Pacific,2784,15,174,1133038,653187
2022-08-27,2022,34,HI,Hawaii,1439399,9,Pacific,2262,11,171,1133538,654171
2022-09-03,2022,35,HI,Hawaii,1439399,9,Pacific,1731,12,162,1133937,654762
2022-09-10,2022,36,HI,Hawaii,1439399,9,Pacific,1255,NA,161,1134898,655843
2022-09-17,2022,37,HI,Hawaii,1439399,9,Pacific,1325,NA,101,1136533,657825
2022-09-24,2022,38,HI,Hawaii,1439399,9,Pacific,1179,NA,129,1138142,659942
2022-10-01,2022,39,HI,Hawaii,1439399,9,Pacific,1043,NA,123,1139744,662331
2022-10-08,2022,40,HI,Hawaii,1439399,9,Pacific,1157,NA,115,1141520,664932
2022-10-15,2022,41,HI,Hawaii,1439399,9,Pacific,978,10,104,1142994,667206
2022-10-22,2022,42,HI,Hawaii,1439399,9,Pacific,1143,NA,132,1144556,669653
2022-10-29,2022,43,HI,Hawaii,1439399,9,Pacific,1203,NA,122,1145854,672187
2022-11-05,2022,44,HI,Hawaii,1439399,9,Pacific,1010,NA,112,1147142,674335
2022-11-12,2022,45,HI,Hawaii,1439399,9,Pacific,998,NA,96,1148098,676137
2022-11-19,2022,46,HI,Hawaii,1439399,9,Pacific,992,NA,101,1149213,678079
2022-11-26,2022,47,HI,Hawaii,1439399,9,Pacific,1109,NA,91,1149829,679226
2022-12-03,2022,48,HI,Hawaii,1439399,9,Pacific,962,NA,112,1150583,680672
2022-12-10,2022,49,HI,Hawaii,1439399,9,Pacific,1297,NA,121,1151204,681931
2022-12-17,2022,50,HI,Hawaii,1439399,9,Pacific,1126,NA,110,1151955,683200
2022-12-24,2022,51,HI,Hawaii,1439399,9,Pacific,1110,NA,123,1152547,684349
2022-12-31,2022,52,HI,Hawaii,1439399,9,Pacific,1023,NA,121,1152962,685129
2023-01-07,2023,1,HI,Hawaii,1435138,9,Pacific,1222,NA,119,1153330,685872
2023-01-14,2023,2,HI,Hawaii,1435138,9,Pacific,1287,10,114,1153754,686709
2023-01-21,2023,3,HI,Hawaii,1435138,9,Pacific,1007,NA,151,1154086,687340
2023-01-28,2023,4,HI,Hawaii,1435138,9,Pacific,987,10,97,1154373,687986
2023-02-04,2023,5,HI,Hawaii,1435138,9,Pacific,718,NA,97,1154615,688467
2023-02-11,2023,6,HI,Hawaii,1435138,9,Pacific,684,NA,87,1154860,688869
2023-02-18,2023,7,HI,Hawaii,1435138,9,Pacific,544,NA,114,1155070,689294
2023-02-25,2023,8,HI,Hawaii,1435138,9,Pacific,528,NA,107,1155215,689733
2023-03-04,2023,9,HI,Hawaii,1435138,9,Pacific,402,NA,69,1155399,690158
2023-03-11,2023,10,HI,Hawaii,1435138,9,Pacific,466,0,114,1155532,690501
2023-03-18,2023,11,HI,Hawaii,1435138,9,Pacific,415,NA,90,1155693,690903
2023-03-25,2023,12,HI,Hawaii,1435138,9,Pacific,480,NA,107,1155877,691238
2023-04-01,2023,13,HI,Hawaii,1435138,9,Pacific,1204,NA,136,1156037,691543
2023-04-08,2023,14,HI,Hawaii,1435138,9,Pacific,1008,NA,99,1156192,691905
2023-04-15,2023,15,HI,Hawaii,1435138,9,Pacific,932,NA,115,1156312,692228
2023-04-22,2023,16,HI,Hawaii,1435138,9,Pacific,909,NA,109,1156457,692538
2023-04-29,2023,17,HI,Hawaii,1435138,9,Pacific,833,NA,112,1156611,692922
2023-05-06,2023,18,HI,Hawaii,1435138,9,Pacific,748,NA,106,1156780,693288
2023-05-13,2023,19,HI,Hawaii,1435138,9,Pacific,654,NA,98,1156808,693350
2023-05-20,2023,20,HI,Hawaii,1435138,9,Pacific,NA,NA,89,NA,NA
2023-05-27,2023,21,HI,Hawaii,1435138,9,Pacific,NA,NA,96,NA,NA
2023-06-03,2023,22,HI,Hawaii,1435138,9,Pacific,NA,NA,91,NA,NA
2023-06-10,2023,23,HI,Hawaii,1435138,9,Pacific,NA,NA,88,NA,NA
2023-06-17,2023,24,HI,Hawaii,1435138,9,Pacific,NA,NA,91,NA,NA
