state,week,observed_deaths,covid_deaths,expected,excess_deaths,covid_excess_ratio
AK,2020-01-19,0,0,0,0,NA
AK,2020-01-26,0,0,0,0,NA
AK,2020-02-02,0,0,0,0,NA
AK,2020-02-09,0,0,0,0,NA
AK,2020-02-16,0,0,0,0,NA
AK,2020-02-23,0,0,0,0,NA
AK,2020-03-01,0,0,0,0,NA
AK,2020-03-08,0,0,0,0,NA
AK,2020-03-15,0,0,0,0,NA
AK,2020-03-22,0,0,0,0,NA
AK,2020-03-29,0,0,0,0,NA
AK,2020-04-05,0,0,0,0,NA
AK,2020-04-12,0,0,0,0,NA
AK,2020-04-19,0,0,0,0,NA
AK,2020-04-26,0,0,0,0,NA
AK,2020-05-03,0,0,0,0,NA
AK,2020-05-10,0,0,0,0,NA
AK,2020-05-17,0,0,0,0,NA
AK,2020-05-24,0,0,0,0,NA
AK,2020-05-31,0,0,0,0,NA
AK,2020-06-07,0,0,0,0,NA
AK,2020-06-14,0,0,0,0,NA
AK,2020-06-21,0,0,0,0,NA
AK,2020-06-28,0,0,0,0,NA
AK,2020-07-05,0,0,0,0,NA
AK,2020-07-12,0,0,0,0,NA
AK,2020-07-19,0,0,0,0,NA
AK,2020-07-26,0,0,0,0,NA
AK,2020-08-02,0,0,0,0,NA
AK,2020-08-09,0,0,0,0,NA
AK,2020-08-16,0,0,0,0,NA
AK,2020-08-23,0,0,0,0,NA
AK,2020-08-30,0,0,0,0,NA
AK,2020-09-06,0,0,0,0,NA
AK,2020-09-13,0,0,0,0,NA
AK,2020-09-20,0,0,0,0,NA
AK,2020-09-27,0,0,0,0,NA
AK,2020-10-04,0,0,0,0,NA
AK,2020-10-11,10,10,0,10,1
AK,2020-10-18,0,0,0,0,NA
AK,2020-10-25,10,10,0,10,1
AK,2020-11-01,0,0,0,0,NA
AK,2020-11-08,16,16,0,16,1
AK,2020-11-15,15,15,0,15,1
AK,2020-11-22,21,21,0,21,1
AK,2020-11-29,31,31,0,31,1
AK,2020-12-06,24,24,0,24,1
AK,2020-12-13,20,20,0,20,1
AK,2020-12-20,24,24,0,24,1
AK,2020-12-27,10,10,0,10,1
AK,2021-01-03,13,13,0,13,1
AK,2021-01-10,0,0,0,0,NA
AK,2021-01-17,0,0,0,0,NA
AK,2021-01-24,0,0,0,0,NA
AK,2021-01-31,0,0,0,0,NA
AK,2021-02-07,0,0,0,0,NA
AK,2021-02-14,0,0,0,0,NA
AK,2021-02-21,0,0,0,0,NA
AK,2021-02-28,0,0,0,0,NA
AK,2021-03-07,0,0,0,0,NA
AK,2021-03-14,0,0,0,0,NA
AK,2021-03-21,0,0,0,0,NA
AK,2021-03-28,0,0,0,0,NA
AK,2021-04-04,0,0,0,0,NA
AK,2021-04-11,0,0,0,0,NA
AK,2021-04-18,0,0,0,0,NA
AK,2021-04-25,0,0,0,0,NA
AK,2021-05-02,13,13,0,13,1
AK,2021-05-09,10,10,0,10,1
AK,2021-05-16,0,0,0,0,NA
AK,2021-05-23,0,0,0,0,NA
AK,2021-05-30,0,0,0,0,NA
AK,2021-06-06,0,0,0,0,NA
AK,2021-06-13,0,0,0,0,NA
AK,2021-06-20,0,0,0,0,NA
AK,2021-06-27,0,0,0,0,NA
AK,2021-07-04,0,0,0,0,NA
AK,2021-07-11,0,0,0,0,NA
AK,2021-07-18,0,0,0,0,NA
AK,2021-07-25,16,16,0,16,1
AK,2021-08-01,26,26,0,26,1
AK,2021-08-08,23,23,0,23,1
AK,2021-08-15,23,23,0,23,1
AK,2021-08-22,22,22,0,22,1
AK,2021-08-29,38,38,0,38,1
AK,2021-09-05,31,31,0,31,1
AK,2021-09-12,42,42,0,42,1
AK,2021-09-19,55,55,0,55,1
AK,2021-09-26,57,57,0,57,1
AK,2021-10-03,43,43,0,43,1
AK,2021-10-10,44,44,0,44,1
AK,2021-10-17,50,50,0,50,1
AK,2021-10-24,59,59,0,59,1
AK,2021-10-31,38,38,0,38,1
AK,2021-11-07,25,25,0,25,1
AK,2021-11-14,25,25,0,25,1
AK,2021-11-21,29,29,0,29,1
AK,2021-11-28,17,17,0,17,1
AK,2021-12-05,17,17,0,17,1
AK,2021-12-12,0,0,0,0,NA
AK,2021-12-19,10,10,0,10,1
AK,2021-12-26,0,0,0,0,NA
AK,2022-01-02,16,16,0,16,1
AK,2022-01-09,13,13,0,13,1
AK,2022-01-16,17,17,0,17,1
AK,2022-01-23,20,20,0,20,1
AK,2022-01-30,15,15,0,15,1
AK,2022-02-06,25,25,0,25,1
AK,2022-02-13,22,22,0,22,1
AK,2022-02-20,15,15,0,15,1
AK,2022-02-27,16,16,0,16,1
AK,2022-03-06,0,0,0,0,NA
AK,2022-03-13,0,0,0,0,NA
AK,2022-03-20,0,0,0,0,NA
AK,2022-03-27,0,0,0,0,NA
AK,2022-04-03,0,0,0,0,NA
AK,2022-04-10,0,0,0,0,NA
AK,2022-04-17,0,0,0,0,NA
AK,2022-04-24,0,0,0,0,NA
AK,2022-05-01,0,0,0,0,NA
AK,2022-05-08,0,0,0,0,NA
AK,2022-05-15,0,0,0,0,NA
AK,2022-05-22,0,0,0,0,NA
AK,2022-05-29,0,0,0,0,NA
AK,2022-06-05,0,0,0,0,NA
AK,2022-06-12,0,0,0,0,NA
AK,2022-06-19,0,0,0,0,NA
AK,2022-06-26,0,0,0,0,NA
AK,2022-07-03,0,0,0,0,NA
AK,2022-07-10,0,0,0,0,NA
AK,2022-07-17,0,0,0,0,NA
AK,2022-07-24,0,0,0,0,NA
AK,2022-07-31,0,0,0,0,NA
AK,2022-08-07,0,0,0,0,NA
AK,2022-08-14,0,0,0,0,NA
AK,2022-08-21,0,0,0,0,NA
AK,2022-08-28,0,0,0,0,NA
AK,2022-09-04,0,0,0,0,NA
AK,2022-09-11,0,0,0,0,NA
AK,2022-09-18,0,0,0,0,NA
AK,2022-09-25,0,0,0,0,NA
AK,2022-10-02,0,0,0,0,NA
AK,2022-10-09,0,0,0,0,NA
AK,2022-10-16,0,0,0,0,NA
AK,2022-10-23,0,0,0,0,NA
AK,2022-10-30,0,0,0,0,NA
AK,2022-11-06,0,0,0,0,NA
AK,2022-11-13,0,0,0,0,NA
AK,2022-11-20,0,0,0,0,NA
AK,2022-11-27,0,0,0,0,NA
AK,2022-12-04,0,0,0,0,NA
AK,2022-12-11,0,0,0,0,NA
AK,2022-12-18,0,0,0,0,NA
AK,2022-12-25,0,0,0,0,NA
AK,2023-01-01,0,0,0,0,NA
AK,2023-01-08,0,0,0,0,NA
AK,2023-01-15,0,0,0,0,NA
AK,2023-01-22,0,0,0,0,NA
AK,2023-01-29,0,0,0,0,NA
AK,2023-02-05,0,0,0,0,NA
AK,2023-02-12,0,0,0,0,NA
AK,2023-02-19,0,0,0,0,NA
AK,2023-02-26,0,0,0,0,NA
AK,2023-03-05,0,0,0,0,NA
AK,2023-03-12,0,0,0,0,NA
AK,2023-03-19,0,0,0,0,NA
AK,2023-03-26,0,0,0,0,NA
AK,2023-04-02,0,0,0,0,NA
AK,2023-04-09,0,0,0,0,NA
AK,2023-04-16,0,0,0,0,NA
AK,2023-04-23,0,0,0,0,NA
AK,2023-04-30,0,0,0,0,NA
AK,2023-05-07,0,0,0,0,NA
AK,2023-05-14,0,0,0,0,NA
AK,2023-05-21,0,0,0,0,NA
AK,2023-05-28,0,0,0,0,NA
AK,2023-06-04,0,0,0,0,NA
AK,2023-06-11,0,0,0,0,NA
AK,2023-06-18,0,0,0,0,NA
AK,2023-06-25,0,0,0,0,NA
AK,2023-07-02,0,0,0,0,NA
AK,2023-07-09,0,0,0,0,NA
AK,2023-07-16,0,0,0,0,NA
AK,2023-07-23,0,0,0,0,NA
AK,2023-07-30,0,0,0,0,NA
AK,2023-08-06,0,0,0,0,NA
AK,2023-08-13,0,0,0,0,NA
AK,2023-08-20,0,0,0,0,NA
AK,2023-08-27,0,0,0,0,NA
AK,2023-09-03,0,0,0,0,NA
AK,2023-09-10,0,0,0,0,NA
AK,2023-09-17,0,0,0,0,NA
AK,2023-09-24,0,0,0,0,NA
AK,2023-10-01,0,0,0,0,NA
AK,2023-10-08,0,0,0,0,NA
AK,2023-10-15,0,0,0,0,NA
AK,2023-10-22,0,0,0,0,NA
AK,2023-10-29,0,0,0,0,NA
AK,2023-11-05,0,0,0,0,NA
AK,2023-11-12,0,0,0,0,NA
AK,2023-11-19,0,0,0,0,NA
AK,2023-11-26,0,0,0,0,NA
AK,2023-12-03,0,0,0,0,NA
AK,2023-12-10,0,0,0,0,NA
AK,2023-12-17,0,0,0,0,NA
AK,2023-12-24,0,0,0,0,NA
AK,2023-12-31,0,0,0,0,NA
AK,2024-01-07,0,0,0,0,NA
AK,2024-01-14,0,0,0,0,NA
AK,2024-01-21,0,0,0,0,NA
AK,2024-01-28,0,0,0,0,NA
AK,2024-02-04,0,0,0,0,NA
AK,2024-02-11,0,0,0,0,NA
AK,2024-02-18,0,0,0,0,NA
AK,2024-02-25,0,0,0,0,NA
AK,2024-03-03,0,0,0,0,NA
AK,2024-03-10,0,0,0,0,NA
AK,2024-03-17,0,0,0,0,NA
AK,2024-03-24,0,0,0,0,NA
AK,2024-03-31,0,0,0,0,NA
AK,2024-04-07,0,0,0,0,NA
AK,2024-04-14,0,0,0,0,NA
AK,2024-04-21,0,0,0,0,NA
AK,2024-04-28,0,0,0,0,NA
AK,2024-05-05,0,0,0,0,NA
AK,2024-05-12,0,0,0,0,NA
AK,2024-05-19,0,0,0,0,NA
AK,2024-05-26,0,0,0,0,NA
AK,2024-06-02,0,0,0,0,NA
AK,2024-06-09,0,0,0,0,NA
AK,2024-06-16,0,0,0,0,NA
AK,2024-06-23,0,0,0,0,NA
AK,2024-06-30,0,0,0,0,NA
AK,2024-07-07,0,0,0,0,NA
AK,2024-07-14,0,0,0,0,NA
AK,2024-07-21,0,0,0,0,NA
AK,2024-07-28,0,0,0,0,NA
AK,2024-08-04,0,0,0,0,NA
AK,2024-08-11,0,0,0,0,NA
AK,2024-08-18,0,0,0,0,NA
AK,2024-08-25,0,0,0,0,NA
AK,2024-09-01,0,0,0,0,NA
AK,2024-09-08,0,0,0,0,NA
AK,2024-09-15,0,0,0,0,NA
AK,2024-09-22,0,0,0,0,NA
AK,2024-09-29,0,0,0,0,NA
AK,2024-10-06,0,0,0,0,NA
AK,2024-10-13,0,0,0,0,NA
AK,2024-10-20,0,0,0,0,NA
AK,2024-10-27,0,0,0,0,NA
AK,2024-11-03,0,0,0,0,NA
AK,2024-11-10,0,0,0,0,NA
AK,2024-11-17,0,0,0,0,NA
AK,2024-11-24,0,0,0,0,NA
AL,2020-01-19,0,0,12.638297872340427,-12.638297872340427,NA
AL,2020-01-26,0,0,12.638297872340427,-12.638297872340427,NA
AL,2020-02-02,0,0,12.638297872340427,-12.638297872340427,NA
AL,2020-02-09,0,0,12.638297872340427,-12.638297872340427,NA
AL,2020-02-16,0,0,12.638297872340427,-12.638297872340427,NA
AL,2020-02-23,0,0,12.638297872340427,-12.638297872340427,NA
AL,2020-03-01,0,0,12.638297872340427,-12.638297872340427,NA
AL,2020-03-08,0,0,12.638297872340427,-12.638297872340427,NA
AL,2020-03-15,0,0,12.638297872340427,-12.638297872340427,NA
AL,2020-03-22,23,23,12.638297872340427,10.361702127659573,2.2197125256673513
AL,2020-03-29,49,49,12.638297872340427,36.36170212765957,1.3475716793446462
AL,2020-04-05,81,81,12.638297872340427,68.36170212765957,1.184873949579832
AL,2020-04-12,89,89,12.638297872340427,76.36170212765957,1.1655057118974645
AL,2020-04-19,85,85,12.638297872340427,72.36170212765957,1.174654513378418
AL,2020-04-26,81,81,12.638297872340427,68.36170212765957,1.184873949579832
AL,2020-05-03,116,116,12.638297872340427,103.36170212765957,1.1222725401399753
AL,2020-05-10,96,96,12.638297872340427,83.36170212765957,1.1516079632465543
AL,2020-05-17,82,82,12.638297872340427,69.36170212765957,1.1822085889570553
AL,2020-05-24,103,103,12.638297872340427,90.36170212765957,1.1398634330115376
AL,2020-05-31,91,91,12.638297872340427,78.36170212765957,1.1612815639424383
AL,2020-06-07,81,81,12.638297872340427,68.36170212765957,1.184873949579832
AL,2020-06-14,88,88,12.638297872340427,75.36170212765957,1.1677018633540373
AL,2020-06-21,103,103,12.638297872340427,90.36170212765957,1.1398634330115376
AL,2020-06-28,125,125,12.638297872340427,112.36170212765957,1.1124786972164364
AL,2020-07-05,135,135,12.638297872340427,122.36170212765957,1.1032863849765258
AL,2020-07-12,192,192,12.638297872340427,179.36170212765958,1.0704626334519571
AL,2020-07-19,251,251,12.638297872340427,238.36170212765958,1.0530215120949744
AL,2020-07-26,263,263,12.638297872340427,250.36170212765958,1.0504801563695079
AL,2020-08-02,264,264,12.638297872340427,251.36170212765958,1.0502793296089385
AL,2020-08-09,230,230,12.638297872340427,217.36170212765958,1.05814408770556
AL,2020-08-16,209,209,12.638297872340427,196.36170212765958,1.0643623361144219
AL,2020-08-23,185,185,12.638297872340427,172.36170212765958,1.0733242809529686
AL,2020-08-30,156,156,12.638297872340427,143.36170212765958,1.0881567230632234
AL,2020-09-06,138,138,12.638297872340427,125.36170212765957,1.1008146639511203
AL,2020-09-13,139,139,12.638297872340427,126.36170212765957,1.1000168378514903
AL,2020-09-20,105,105,12.638297872340427,92.36170212765957,1.1368348306841742
AL,2020-09-27,111,111,12.638297872340427,98.36170212765957,1.128487994808566
AL,2020-10-04,137,137,12.638297872340427,124.36170212765957,1.1016253207869975
AL,2020-10-11,126,126,12.638297872340427,113.36170212765957,1.1114864864864866
AL,2020-10-18,119,119,12.638297872340427,106.36170212765957,1.1188237647529506
AL,2020-10-25,131,131,12.638297872340427,118.36170212765957,1.1067769189286356
AL,2020-11-01,151,151,12.638297872340427,138.36170212765958,1.0913424573273873
AL,2020-11-08,176,176,12.638297872340427,163.36170212765958,1.0773638968481374
AL,2020-11-15,168,168,12.638297872340427,155.36170212765958,1.0813475760065734
AL,2020-11-22,202,202,12.638297872340427,189.36170212765958,1.0667415730337078
AL,2020-11-29,251,251,12.638297872340427,238.36170212765958,1.0530215120949744
AL,2020-12-06,378,378,12.638297872340427,365.36170212765956,1.0345911949685536
AL,2020-12-13,390,390,12.638297872340427,377.36170212765956,1.033491204330176
AL,2020-12-20,452,452,12.638297872340427,439.36170212765956,1.028765133171913
AL,2020-12-27,508,508,12.638297872340427,495.36170212765956,1.0255132720556654
AL,2021-01-03,548,548,12.638297872340427,535.3617021276596,1.0236070264684842
AL,2021-01-10,596,596,12.638297872340427,583.3617021276596,1.0216645998978773
AL,2021-01-17,583,583,12.638297872340427,570.3617021276596,1.022158391464916
AL,2021-01-24,490,490,12.638297872340427,477.36170212765956,1.0264753075414512
AL,2021-01-31,347,347,12.638297872340427,334.36170212765956,1.0377982818962774
AL,2021-02-07,265,265,12.638297872340427,252.36170212765958,1.050080094427114
AL,2021-02-14,214,214,12.638297872340427,201.36170212765958,1.062764158918005
AL,2021-02-21,170,170,12.638297872340427,157.36170212765958,1.0803136830719307
AL,2021-02-28,110,110,12.638297872340427,97.36170212765957,1.1298076923076923
AL,2021-03-07,104,104,12.638297872340427,91.36170212765957,1.1383325570563578
AL,2021-03-14,81,81,12.638297872340427,68.36170212765957,1.184873949579832
AL,2021-03-21,78,78,12.638297872340427,65.36170212765957,1.193359375
AL,2021-03-28,67,67,12.638297872340427,54.36170212765957,1.232485322896282
AL,2021-04-04,53,53,12.638297872340427,40.36170212765957,1.3131259884027413
AL,2021-04-11,43,43,12.638297872340427,30.361702127659573,1.4162578836720394
AL,2021-04-18,45,45,12.638297872340427,32.36170212765957,1.3905325443786984
AL,2021-04-25,46,46,12.638297872340427,33.36170212765957,1.3788265306122451
AL,2021-05-02,63,63,12.638297872340427,50.36170212765957,1.2509505703422055
AL,2021-05-09,50,50,12.638297872340427,37.36170212765957,1.3382687927107064
AL,2021-05-16,50,50,12.638297872340427,37.36170212765957,1.3382687927107064
AL,2021-05-23,33,33,12.638297872340427,20.361702127659573,1.620689655172414
AL,2021-05-30,36,36,12.638297872340427,23.361702127659573,1.5409836065573772
AL,2021-06-06,34,34,12.638297872340427,21.361702127659573,1.5916334661354583
AL,2021-06-13,24,24,12.638297872340427,11.361702127659573,2.112359550561798
AL,2021-06-20,36,36,12.638297872340427,23.361702127659573,1.5409836065573772
AL,2021-06-27,22,22,12.638297872340427,9.361702127659573,2.3500000000000005
AL,2021-07-04,37,37,12.638297872340427,24.361702127659573,1.5187772925764194
AL,2021-07-11,43,43,12.638297872340427,30.361702127659573,1.4162578836720394
AL,2021-07-18,63,63,12.638297872340427,50.36170212765957,1.2509505703422055
AL,2021-07-25,109,109,12.638297872340427,96.36170212765957,1.131154780304703
AL,2021-08-01,226,226,12.638297872340427,213.36170212765958,1.059234144395692
AL,2021-08-08,345,345,12.638297872340427,332.36170212765956,1.0380257345880546
AL,2021-08-15,420,420,12.638297872340427,407.36170212765956,1.0310247571294266
AL,2021-08-22,477,477,12.638297872340427,464.36170212765956,1.0272164948453608
AL,2021-08-29,497,497,12.638297872340427,484.36170212765956,1.026092686141006
AL,2021-09-05,548,548,12.638297872340427,535.3617021276596,1.0236070264684842
AL,2021-09-12,474,474,12.638297872340427,461.36170212765956,1.027393469839513
AL,2021-09-19,410,410,12.638297872340427,397.36170212765956,1.0318055258085244
AL,2021-09-26,366,366,12.638297872340427,353.36170212765956,1.0357658959537572
AL,2021-10-03,259,259,12.638297872340427,246.36170212765958,1.0512997668192416
AL,2021-10-10,217,217,12.638297872340427,204.36170212765958,1.0618427902134304
AL,2021-10-17,157,157,12.638297872340427,144.36170212765958,1.0875460574797347
AL,2021-10-24,99,99,12.638297872340427,86.36170212765957,1.1463414634146343
AL,2021-10-31,85,85,12.638297872340427,72.36170212765957,1.174654513378418
AL,2021-11-07,86,86,12.638297872340427,73.36170212765957,1.1722737819025524
AL,2021-11-14,51,51,12.638297872340427,38.36170212765957,1.329450915141431
AL,2021-11-21,59,59,12.638297872340427,46.36170212765957,1.2726021110601196
AL,2021-11-28,69,69,12.638297872340427,56.36170212765957,1.2242355605889015
AL,2021-12-05,56,56,12.638297872340427,43.36170212765957,1.2914622178606479
AL,2021-12-12,71,71,12.638297872340427,58.36170212765957,1.2165512212905578
AL,2021-12-19,74,74,12.638297872340427,61.36170212765957,1.2059639389736478
AL,2021-12-26,83,83,12.638297872340427,70.36170212765957,1.1796189900211673
AL,2022-01-02,153,153,12.638297872340427,140.36170212765958,1.0900409276944065
AL,2022-01-09,245,245,12.638297872340427,232.36170212765958,1.0543906235692702
AL,2022-01-16,294,294,12.638297872340427,281.36170212765956,1.04491833030853
AL,2022-01-23,422,422,12.638297872340427,409.36170212765956,1.030873180873181
AL,2022-01-30,401,401,12.638297872340427,388.36170212765956,1.032542595737687
AL,2022-02-06,381,381,12.638297872340427,368.36170212765956,1.0343094784266158
AL,2022-02-13,305,305,12.638297872340427,292.36170212765956,1.043228294883924
AL,2022-02-20,240,240,12.638297872340427,227.36170212765958,1.055586749017406
AL,2022-02-27,159,159,12.638297872340427,146.36170212765958,1.086349760139555
AL,2022-03-06,106,106,12.638297872340427,93.36170212765957,1.135369188696445
AL,2022-03-13,73,73,12.638297872340427,60.36170212765957,1.2093761015156856
AL,2022-03-20,55,55,12.638297872340427,42.36170212765957,1.2983425414364642
AL,2022-03-27,35,35,12.638297872340427,22.361702127659573,1.565176022835395
AL,2022-04-03,30,30,12.638297872340427,17.361702127659573,1.7279411764705883
AL,2022-04-10,17,17,12.638297872340427,4.361702127659573,3.8975609756097573
AL,2022-04-17,21,21,12.638297872340427,8.361702127659573,2.51145038167939
AL,2022-04-24,16,16,12.638297872340427,3.361702127659573,4.759493670886078
AL,2022-05-01,20,20,12.638297872340427,7.361702127659573,2.7167630057803476
AL,2022-05-08,11,11,12.638297872340427,-1.6382978723404271,NA
AL,2022-05-15,15,15,12.638297872340427,2.361702127659573,6.351351351351355
AL,2022-05-22,11,11,12.638297872340427,-1.6382978723404271,NA
AL,2022-05-29,19,19,12.638297872340427,6.361702127659573,2.986622073578596
AL,2022-06-05,26,26,12.638297872340427,13.361702127659573,1.945859872611465
AL,2022-06-12,25,25,12.638297872340427,12.361702127659573,2.0223752151462997
AL,2022-06-19,21,21,12.638297872340427,8.361702127659573,2.51145038167939
AL,2022-06-26,42,42,12.638297872340427,29.361702127659573,1.4304347826086958
AL,2022-07-03,45,45,12.638297872340427,32.36170212765957,1.3905325443786984
AL,2022-07-10,66,66,12.638297872340427,53.36170212765957,1.236842105263158
AL,2022-07-17,57,57,12.638297872340427,44.36170212765957,1.2848920863309354
AL,2022-07-24,62,62,12.638297872340427,49.36170212765957,1.2560344827586207
AL,2022-07-31,68,68,12.638297872340427,55.36170212765957,1.2282859338970025
AL,2022-08-07,72,72,12.638297872340427,59.36170212765957,1.2129032258064518
AL,2022-08-14,56,56,12.638297872340427,43.36170212765957,1.2914622178606479
AL,2022-08-21,50,50,12.638297872340427,37.36170212765957,1.3382687927107064
AL,2022-08-28,53,53,12.638297872340427,40.36170212765957,1.3131259884027413
AL,2022-09-04,55,55,12.638297872340427,42.36170212765957,1.2983425414364642
AL,2022-09-11,44,44,12.638297872340427,31.361702127659573,1.4029850746268657
AL,2022-09-18,46,46,12.638297872340427,33.36170212765957,1.3788265306122451
AL,2022-09-25,29,29,12.638297872340427,16.361702127659573,1.7724317295188559
AL,2022-10-02,23,23,12.638297872340427,10.361702127659573,2.2197125256673513
AL,2022-10-09,20,20,12.638297872340427,7.361702127659573,2.7167630057803476
AL,2022-10-16,21,21,12.638297872340427,8.361702127659573,2.51145038167939
AL,2022-10-23,30,30,12.638297872340427,17.361702127659573,1.7279411764705883
AL,2022-10-30,18,18,12.638297872340427,5.361702127659573,3.357142857142858
AL,2022-11-06,19,19,12.638297872340427,6.361702127659573,2.986622073578596
AL,2022-11-13,25,25,12.638297872340427,12.361702127659573,2.0223752151462997
AL,2022-11-20,25,25,12.638297872340427,12.361702127659573,2.0223752151462997
AL,2022-11-27,30,30,12.638297872340427,17.361702127659573,1.7279411764705883
AL,2022-12-04,39,39,12.638297872340427,26.361702127659573,1.4794188861985473
AL,2022-12-11,44,44,12.638297872340427,31.361702127659573,1.4029850746268657
AL,2022-12-18,35,35,12.638297872340427,22.361702127659573,1.565176022835395
AL,2022-12-25,42,42,12.638297872340427,29.361702127659573,1.4304347826086958
AL,2023-01-01,57,57,12.638297872340427,44.36170212765957,1.2848920863309354
AL,2023-01-08,61,61,12.638297872340427,48.36170212765957,1.2613286405631325
AL,2023-01-15,60,60,12.638297872340427,47.36170212765957,1.266846361185984
AL,2023-01-22,55,55,12.638297872340427,42.36170212765957,1.2983425414364642
AL,2023-01-29,54,54,12.638297872340427,41.36170212765957,1.3055555555555558
AL,2023-02-05,30,30,12.638297872340427,17.361702127659573,1.7279411764705883
AL,2023-02-12,40,40,12.638297872340427,27.361702127659573,1.4618973561430795
AL,2023-02-19,48,48,12.638297872340427,35.36170212765957,1.3574007220216608
AL,2023-02-26,21,21,12.638297872340427,8.361702127659573,2.51145038167939
AL,2023-03-05,28,28,12.638297872340427,15.361702127659573,1.8227146814404434
AL,2023-03-12,18,18,12.638297872340427,5.361702127659573,3.357142857142858
AL,2023-03-19,26,26,12.638297872340427,13.361702127659573,1.945859872611465
AL,2023-03-26,22,22,12.638297872340427,9.361702127659573,2.3500000000000005
AL,2023-04-02,25,25,12.638297872340427,12.361702127659573,2.0223752151462997
AL,2023-04-09,12,12,12.638297872340427,-0.6382978723404271,NA
AL,2023-04-16,12,12,12.638297872340427,-0.6382978723404271,NA
AL,2023-04-23,17,17,12.638297872340427,4.361702127659573,3.8975609756097573
AL,2023-04-30,15,15,12.638297872340427,2.361702127659573,6.351351351351355
AL,2023-05-07,15,15,12.638297872340427,2.361702127659573,6.351351351351355
AL,2023-05-14,12,12,12.638297872340427,-0.6382978723404271,NA
AL,2023-05-21,11,11,12.638297872340427,-1.6382978723404271,NA
AL,2023-05-28,0,0,12.638297872340427,-12.638297872340427,NA
AL,2023-06-04,0,0,12.638297872340427,-12.638297872340427,NA
AL,2023-06-11,0,0,12.638297872340427,-12.638297872340427,NA
AL,2023-06-18,10,10,12.638297872340427,-2.638297872340427,NA
AL,2023-06-25,15,15,12.638297872340427,2.361702127659573,6.351351351351355
AL,2023-07-02,10,10,12.638297872340427,-2.638297872340427,NA
AL,2023-07-09,10,10,12.638297872340427,-2.638297872340427,NA
AL,2023-07-16,0,0,12.638297872340427,-12.638297872340427,NA
AL,2023-07-23,13,13,12.638297872340427,0.3617021276595729,35.941176470588395
AL,2023-07-30,18,18,12.638297872340427,5.361702127659573,3.357142857142858
AL,2023-08-06,24,24,12.638297872340427,11.361702127659573,2.112359550561798
AL,2023-08-13,24,24,12.638297872340427,11.361702127659573,2.112359550561798
AL,2023-08-20,13,13,12.638297872340427,0.3617021276595729,35.941176470588395
AL,2023-08-27,28,28,12.638297872340427,15.361702127659573,1.8227146814404434
AL,2023-09-03,27,27,12.638297872340427,14.361702127659573,1.8800000000000001
AL,2023-09-10,27,27,12.638297872340427,14.361702127659573,1.8800000000000001
AL,2023-09-17,20,20,12.638297872340427,7.361702127659573,2.7167630057803476
AL,2023-09-24,26,26,12.638297872340427,13.361702127659573,1.945859872611465
AL,2023-10-01,21,21,12.638297872340427,8.361702127659573,2.51145038167939
AL,2023-10-08,20,20,12.638297872340427,7.361702127659573,2.7167630057803476
AL,2023-10-15,14,14,12.638297872340427,1.3617021276595729,10.281250000000012
AL,2023-10-22,0,0,12.638297872340427,-12.638297872340427,NA
AL,2023-10-29,21,21,12.638297872340427,8.361702127659573,2.51145038167939
AL,2023-11-05,18,18,12.638297872340427,5.361702127659573,3.357142857142858
AL,2023-11-12,17,17,12.638297872340427,4.361702127659573,3.8975609756097573
AL,2023-11-19,13,13,12.638297872340427,0.3617021276595729,35.941176470588395
AL,2023-11-26,25,25,12.638297872340427,12.361702127659573,2.0223752151462997
AL,2023-12-03,22,22,12.638297872340427,9.361702127659573,2.3500000000000005
AL,2023-12-10,28,28,12.638297872340427,15.361702127659573,1.8227146814404434
AL,2023-12-17,32,32,12.638297872340427,19.361702127659573,1.6527472527472529
AL,2023-12-24,33,33,12.638297872340427,20.361702127659573,1.620689655172414
AL,2023-12-31,31,31,12.638297872340427,18.361702127659573,1.6882966396292005
AL,2024-01-07,46,46,12.638297872340427,33.36170212765957,1.3788265306122451
AL,2024-01-14,40,40,12.638297872340427,27.361702127659573,1.4618973561430795
AL,2024-01-21,35,35,12.638297872340427,22.361702127659573,1.565176022835395
AL,2024-01-28,38,38,12.638297872340427,25.361702127659573,1.498322147651007
AL,2024-02-04,26,26,12.638297872340427,13.361702127659573,1.945859872611465
AL,2024-02-11,20,20,12.638297872340427,7.361702127659573,2.7167630057803476
AL,2024-02-18,23,23,12.638297872340427,10.361702127659573,2.2197125256673513
AL,2024-02-25,29,29,12.638297872340427,16.361702127659573,1.7724317295188559
AL,2024-03-03,24,24,12.638297872340427,11.361702127659573,2.112359550561798
AL,2024-03-10,20,20,12.638297872340427,7.361702127659573,2.7167630057803476
AL,2024-03-17,14,14,12.638297872340427,1.3617021276595729,10.281250000000012
AL,2024-03-24,17,17,12.638297872340427,4.361702127659573,3.8975609756097573
AL,2024-03-31,11,11,12.638297872340427,-1.6382978723404271,NA
AL,2024-04-07,11,11,12.638297872340427,-1.6382978723404271,NA
AL,2024-04-14,0,0,12.638297872340427,-12.638297872340427,NA
AL,2024-04-21,0,0,12.638297872340427,-12.638297872340427,NA
AL,2024-04-28,0,0,12.638297872340427,-12.638297872340427,NA
AL,2024-05-05,0,0,12.638297872340427,-12.638297872340427,NA
AL,2024-05-12,0,0,12.638297872340427,-12.638297872340427,NA
AL,2024-05-19,0,0,12.638297872340427,-12.638297872340427,NA
