state,week,observed_deaths,covid_deaths,expected,excess_deaths,covid_excess_ratio
CA,2020-02-02,0,0,77.68085106382979,-77.68085106382979,NA
CA,2020-02-09,0,0,77.68085106382979,-77.68085106382979,NA
CA,2020-02-16,0,0,77.68085106382979,-77.68085106382979,NA
CA,2020-02-23,0,0,77.68085106382979,-77.68085106382979,NA
CA,2020-03-01,0,0,77.68085106382979,-77.68085106382979,NA
CA,2020-03-08,0,0,77.68085106382979,-77.68085106382979,NA
CA,2020-03-15,44,44,77.68085106382979,-33.68085106382979,NA
CA,2020-03-22,132,132,77.68085106382979,54.31914893617021,2.430082256169213
CA,2020-03-29,290,290,77.68085106382979,212.31914893617022,1.3658683234793065
CA,2020-04-05,382,382,77.68085106382979,304.3191489361702,1.2552611340278264
CA,2020-04-12,537,537,77.68085106382979,459.3191489361702,1.1691217342968316
CA,2020-04-19,532,532,77.68085106382979,454.3191489361702,1.1709830000468318
CA,2020-04-26,543,543,77.68085106382979,465.3191489361702,1.1669410150891633
CA,2020-05-03,553,553,77.68085106382979,475.3191489361702,1.1634288272157565
CA,2020-05-10,505,505,77.68085106382979,427.3191489361702,1.181786496713802
CA,2020-05-17,487,487,77.68085106382979,409.3191489361702,1.189780642478428
CA,2020-05-24,464,464,77.68085106382979,386.3191489361702,1.201079473481302
CA,2020-05-31,448,448,77.68085106382979,370.3191489361702,1.2097673082447573
CA,2020-06-07,447,447,77.68085106382979,369.3191489361702,1.2103352920843415
CA,2020-06-14,459,459,77.68085106382979,381.3191489361702,1.2037161031134918
CA,2020-06-21,496,496,77.68085106382979,418.3191489361702,1.1856975738772189
CA,2020-06-28,646,646,77.68085106382979,568.3191489361702,1.1366852607539966
CA,2020-07-05,739,739,77.68085106382979,661.3191489361702,1.1174634836883084
CA,2020-07-12,893,893,77.68085106382979,815.3191489361702,1.095276617954071
CA,2020-07-19,1012,1012,77.68085106382979,934.3191489361702,1.0831416664768976
CA,2020-07-26,1010,1010,77.68085106382979,932.3191489361702,1.0833200209954585
CA,2020-08-02,998,998,77.68085106382979,920.3191489361702,1.0844064270026585
CA,2020-08-09,878,878,77.68085106382979,800.3191489361702,1.0970623421507377
CA,2020-08-16,830,830,77.68085106382979,752.3191489361702,1.1032551825560677
CA,2020-08-23,728,728,77.68085106382979,650.3191489361702,1.1194503517094716
CA,2020-08-30,614,614,77.68085106382979,536.3191489361702,1.144840718847939
CA,2020-09-06,530,530,77.68085106382979,452.3191489361702,1.1717390281763018
CA,2020-09-13,482,482,77.68085106382979,404.3191489361702,1.1921275588065041
CA,2020-09-20,453,453,77.68085106382979,375.3191489361702,1.2069727891156463
CA,2020-09-27,346,346,77.68085106382979,268.3191489361702,1.2895091586710015
CA,2020-10-04,375,375,77.68085106382979,297.3191489361702,1.2612709317303563
CA,2020-10-11,305,305,77.68085106382979,227.31914893617022,1.3417259453388244
CA,2020-10-18,296,296,77.68085106382979,218.31914893617022,1.3558132735600819
CA,2020-10-25,325,325,77.68085106382979,247.31914893617022,1.3140915347556779
CA,2020-11-01,355,355,77.68085106382979,277.3191489361702,1.28011354917907
CA,2020-11-08,451,451,77.68085106382979,373.3191489361702,1.2080816140430868
CA,2020-11-15,627,627,77.68085106382979,549.3191489361702,1.1414129676969555
CA,2020-11-22,854,854,77.68085106382979,776.3191489361702,1.1000630361498616
CA,2020-11-29,1327,1327,77.68085106382979,1249.3191489361702,1.0621785483156783
CA,2020-12-06,1971,1971,77.68085106382979,1893.3191489361702,1.041028925898456
CA,2020-12-13,2942,2942,77.68085106382979,2864.31914893617,1.0271201800583853
CA,2020-12-20,3942,3942,77.68085106382979,3864.31914893617,1.0201020795824318
CA,2020-12-27,4720,4720,77.68085106382979,4642.31914893617,1.0167331991988597
CA,2021-01-03,5267,5267,77.68085106382979,5189.31914893617,1.0149693724425786
CA,2021-01-10,5077,5077,77.68085106382979,4999.31914893617,1.0155382860644855
CA,2021-01-17,4356,4356,77.68085106382979,4278.31914893617,1.0181568621600252
CA,2021-01-24,3524,3524,77.68085106382979,3446.31914893617,1.0225402371941696
CA,2021-01-31,2893,2893,77.68085106382979,2815.31914893617,1.0275922007255138
CA,2021-02-07,2269,2269,77.68085106382979,2191.31914893617,1.0354493552897313
CA,2021-02-14,1661,1661,77.68085106382979,1583.3191489361702,1.0490620296710385
CA,2021-02-21,1187,1187,77.68085106382979,1109.3191489361702,1.070025701024205
CA,2021-02-28,839,839,77.68085106382979,761.3191489361702,1.1020345425074058
CA,2021-03-07,608,608,77.68085106382979,530.3191489361702,1.1464794383149448
CA,2021-03-14,501,501,77.68085106382979,423.3191489361702,1.1835042219541616
CA,2021-03-21,369,369,77.68085106382979,291.3191489361702,1.266652059596845
CA,2021-03-28,283,283,77.68085106382979,205.31914893617022,1.378341968911917
CA,2021-04-04,269,269,77.68085106382979,191.31914893617022,1.4060275800711743
CA,2021-04-11,234,234,77.68085106382979,156.31914893617022,1.4969375255206205
CA,2021-04-18,221,221,77.68085106382979,143.31914893617022,1.5420130641330165
CA,2021-04-25,197,197,77.68085106382979,119.31914893617021,1.651034236804565
CA,2021-05-02,183,183,77.68085106382979,105.31914893617021,1.7375757575757576
CA,2021-05-09,155,155,77.68085106382979,77.31914893617021,2.004678040726472
CA,2021-05-16,154,154,77.68085106382979,76.31914893617021,2.0178422079732368
CA,2021-05-23,144,144,77.68085106382979,66.31914893617021,2.171318575553417
CA,2021-05-30,115,115,77.68085106382979,37.31914893617021,3.0815279361459527
CA,2021-06-06,107,107,77.68085106382979,29.31914893617021,3.6494920174165464
CA,2021-06-13,112,112,77.68085106382979,34.31914893617021,3.2634841909485437
CA,2021-06-20,88,88,77.68085106382979,10.319148936170208,8.527835051546395
CA,2021-06-27,98,98,77.68085106382979,20.31914893617021,4.823036649214661
CA,2021-07-04,124,124,77.68085106382979,46.31914893617021,2.677078548461185
CA,2021-07-11,150,150,77.68085106382979,72.31914893617021,2.0741394527802295
CA,2021-07-18,213,213,77.68085106382979,135.31914893617022,1.5740566037735848
CA,2021-07-25,295,295,77.68085106382979,217.31914893617022,1.357450558057568
CA,2021-08-01,436,436,77.68085106382979,358.3191489361702,1.2167923519980999
CA,2021-08-08,677,677,77.68085106382979,599.3191489361702,1.1296151661459812
CA,2021-08-15,852,852,77.68085106382979,774.3191489361702,1.1003214903965048
CA,2021-08-22,1006,1006,77.68085106382979,928.3191489361702,1.0836790355481194
CA,2021-08-29,1088,1088,77.68085106382979,1010.3191489361702,1.0768874381383595
CA,2021-09-05,1129,1129,77.68085106382979,1051.3191489361702,1.0738889338622197
CA,2021-09-12,996,996,77.68085106382979,918.3191489361702,1.084590255091402
CA,2021-09-19,914,914,77.68085106382979,836.3191489361702,1.0928842190958354
CA,2021-09-26,828,828,77.68085106382979,750.3191489361702,1.103530412590387
CA,2021-10-03,709,709,77.68085106382979,631.3191489361702,1.1230452952278243
CA,2021-10-10,569,569,77.68085106382979,491.3191489361702,1.1581067036203014
CA,2021-10-17,588,588,77.68085106382979,510.3191489361702,1.1522201375859913
CA,2021-10-24,589,589,77.68085106382979,511.3191489361702,1.1519224367509986
CA,2021-10-31,576,576,77.68085106382979,498.3191489361702,1.1558857435634686
CA,2021-11-07,601,601,77.68085106382979,523.3191489361702,1.1484387705317938
CA,2021-11-14,591,591,77.68085106382979,513.3191489361702,1.151330514797314
CA,2021-11-21,529,529,77.68085106382979,451.3191489361702,1.1721195549688854
CA,2021-11-28,515,515,77.68085106382979,437.3191489361702,1.1776296584606403
CA,2021-12-05,459,459,77.68085106382979,381.3191489361702,1.2037161031134918
CA,2021-12-12,544,544,77.68085106382979,466.3191489361702,1.1665830177487795
CA,2021-12-19,523,523,77.68085106382979,445.3191489361702,1.1744386048733875
CA,2021-12-26,625,625,77.68085106382979,547.3191489361702,1.1419297154408334
CA,2022-01-02,946,946,77.68085106382979,868.3191489361702,1.089461174683296
CA,2022-01-09,1392,1392,77.68085106382979,1314.3191489361702,1.0591034918168132
CA,2022-01-16,1891,1891,77.68085106382979,1813.3191489361702,1.0428390397296599
CA,2022-01-23,1940,1940,77.68085106382979,1862.3191489361702,1.041711889773675
CA,2022-01-30,1954,1954,77.68085106382979,1876.3191489361702,1.0414006599612187
CA,2022-02-06,1510,1510,77.68085106382979,1432.3191489361702,1.054234317206138
CA,2022-02-13,1106,1106,77.68085106382979,1028.3191489361702,1.0755415778692765
CA,2022-02-20,812,812,77.68085106382979,734.3191489361702,1.1057862254802537
CA,2022-02-27,558,558,77.68085106382979,480.3191489361702,1.1617275747508304
CA,2022-03-06,434,434,77.68085106382979,356.3191489361702,1.2180091956768375
CA,2022-03-13,306,306,77.68085106382979,228.31914893617022,1.3402292423818842
CA,2022-03-20,242,242,77.68085106382979,164.31914893617022,1.4727437524278129
CA,2022-03-27,166,166,77.68085106382979,88.31914893617021,1.8795470970850399
CA,2022-04-03,136,136,77.68085106382979,58.31914893617021,2.3319956220357536
CA,2022-04-10,131,131,77.68085106382979,53.31914893617021,2.456903431763767
CA,2022-04-17,100,100,77.68085106382979,22.31914893617021,4.48045757864633
CA,2022-04-24,115,115,77.68085106382979,37.31914893617021,3.0815279361459527
CA,2022-05-01,107,107,77.68085106382979,29.31914893617021,3.6494920174165464
CA,2022-05-08,134,134,77.68085106382979,56.31914893617021,2.3792973177181715
CA,2022-05-15,146,146,77.68085106382979,68.31914893617021,2.1370289629398944
CA,2022-05-22,164,164,77.68085106382979,86.31914893617021,1.8999260537342866
CA,2022-05-29,154,154,77.68085106382979,76.31914893617021,2.0178422079732368
CA,2022-06-05,227,227,77.68085106382979,149.31914893617022,1.5202336848104872
CA,2022-06-12,210,210,77.68085106382979,132.31914893617022,1.587071876507477
CA,2022-06-19,238,238,77.68085106382979,160.31914893617022,1.484538818845388
CA,2022-06-26,286,286,77.68085106382979,208.31914893617022,1.3728934735982024
CA,2022-07-03,324,324,77.68085106382979,246.31914893617022,1.315366675304483
CA,2022-07-10,323,323,77.68085106382979,245.31914893617022,1.316652211621856
CA,2022-07-17,362,362,77.68085106382979,284.3191489361702,1.2732170919703658
CA,2022-07-24,406,406,77.68085106382979,328.3191489361702,1.2366016460371978
CA,2022-07-31,407,407,77.68085106382979,329.3191489361702,1.235883189042512
CA,2022-08-07,333,333,77.68085106382979,255.31914893617022,1.30425
CA,2022-08-14,306,306,77.68085106382979,228.31914893617022,1.3402292423818842
CA,2022-08-21,254,254,77.68085106382979,176.31914893617022,1.4405695667913598
CA,2022-08-28,255,255,77.68085106382979,177.31914893617022,1.4380849532037436
CA,2022-09-04,255,255,77.68085106382979,177.31914893617022,1.4380849532037436
CA,2022-09-11,193,193,77.68085106382979,115.31914893617021,1.6736162361623617
CA,2022-09-18,210,210,77.68085106382979,132.31914893617022,1.587071876507477
CA,2022-09-25,187,187,77.68085106382979,109.31914893617021,1.7105877773452707
CA,2022-10-02,134,134,77.68085106382979,56.31914893617021,2.3792973177181715
CA,2022-10-09,131,131,77.68085106382979,53.31914893617021,2.456903431763767
CA,2022-10-16,116,116,77.68085106382979,38.31914893617021,3.027207107162688
CA,2022-10-23,158,158,77.68085106382979,80.31914893617021,1.9671523178807948
CA,2022-10-30,143,143,77.68085106382979,65.31914893617021,2.1892508143322478
CA,2022-11-06,161,161,77.68085106382979,83.31914893617021,1.9323289070480083
CA,2022-11-13,170,170,77.68085106382979,92.31914893617021,1.8414381193823464
CA,2022-11-20,231,231,77.68085106382979,153.31914893617022,1.5066611157368859
CA,2022-11-27,307,307,77.68085106382979,229.31914893617022,1.3387455928743737
CA,2022-12-04,377,377,77.68085106382979,299.3191489361702,1.259525163491612
CA,2022-12-11,367,367,77.68085106382979,289.3191489361702,1.2684953669657302
CA,2022-12-18,421,421,77.68085106382979,343.3191489361702,1.22626425384234
CA,2022-12-25,415,415,77.68085106382979,337.3191489361702,1.2302888860855303
CA,2023-01-01,394,394,77.68085106382979,316.3191489361702,1.2455774534203268
CA,2023-01-08,353,353,77.68085106382979,275.3191489361702,1.2821483771251931
CA,2023-01-15,260,260,77.68085106382979,182.31914893617022,1.426070720037344
CA,2023-01-22,248,248,77.68085106382979,170.31914893617022,1.4560899437851342
CA,2023-01-29,188,188,77.68085106382979,110.31914893617021,1.7041465766634523
CA,2023-02-05,184,184,77.68085106382979,106.31914893617021,1.730638383029818
CA,2023-02-12,183,183,77.68085106382979,105.31914893617021,1.7375757575757576
CA,2023-02-19,193,193,77.68085106382979,115.31914893617021,1.6736162361623617
CA,2023-02-26,202,202,77.68085106382979,124.31914893617021,1.6248502481601916
CA,2023-03-05,204,204,77.68085106382979,126.31914893617021,1.6149570490146539
CA,2023-03-12,157,157,77.68085106382979,79.31914893617021,1.9793454935622319
CA,2023-03-19,134,134,77.68085106382979,56.31914893617021,2.3792973177181715
CA,2023-03-26,129,129,77.68085106382979,51.31914893617021,2.5136815920398012
CA,2023-04-02,126,126,77.68085106382979,48.31914893617021,2.6076618229854693
CA,2023-04-09,117,117,77.68085106382979,39.31914893617021,2.975649350649351
CA,2023-04-16,128,128,77.68085106382979,50.31914893617021,2.5437632135306556
CA,2023-04-23,98,98,77.68085106382979,20.31914893617021,4.823036649214661
CA,2023-04-30,84,84,77.68085106382979,6.319148936170208,13.292929292929303
CA,2023-05-07,96,96,77.68085106382979,18.31914893617021,5.2404181184669
CA,2023-05-14,64,64,77.68085106382979,-13.680851063829792,NA
CA,2023-05-21,95,95,77.68085106382979,17.31914893617021,5.485257985257987
CA,2023-05-28,84,84,77.68085106382979,6.319148936170208,13.292929292929303
CA,2023-06-04,73,73,77.68085106382979,-4.680851063829792,NA
CA,2023-06-11,66,66,77.68085106382979,-11.680851063829792,NA
CA,2023-06-18,79,79,77.68085106382979,1.3191489361702082,59.88709677419376
CA,2023-06-25,61,61,77.68085106382979,-16.680851063829792,NA
CA,2023-07-02,49,49,77.68085106382979,-28.680851063829792,NA
CA,2023-07-09,62,62,77.68085106382979,-15.680851063829792,NA
CA,2023-07-16,57,57,77.68085106382979,-20.680851063829792,NA
CA,2023-07-23,82,82,77.68085106382979,4.319148936170208,18.98522167487687
CA,2023-07-30,74,74,77.68085106382979,-3.6808510638297918,NA
CA,2023-08-06,67,67,77.68085106382979,-10.680851063829792,NA
CA,2023-08-13,111,111,77.68085106382979,33.31914893617021,3.331417624521073
CA,2023-08-20,122,122,77.68085106382979,44.31914893617021,2.7527604416706675
CA,2023-08-27,124,124,77.68085106382979,46.31914893617021,2.677078548461185
CA,2023-09-03,135,135,77.68085106382979,57.31914893617021,2.355233853006682
CA,2023-09-10,129,129,77.68085106382979,51.31914893617021,2.5136815920398012
CA,2023-09-17,137,137,77.68085106382979,59.31914893617021,2.3095408895265424
CA,2023-09-24,143,143,77.68085106382979,65.31914893617021,2.1892508143322478
CA,2023-10-01,120,120,77.68085106382979,42.31914893617021,2.8355957767722475
CA,2023-10-08,95,95,77.68085106382979,17.31914893617021,5.485257985257987
CA,2023-10-15,108,108,77.68085106382979,30.31914893617021,3.5621052631578953
CA,2023-10-22,93,93,77.68085106382979,15.319148936170208,6.0708333333333355
CA,2023-10-29,82,82,77.68085106382979,4.319148936170208,18.98522167487687
CA,2023-11-05,87,87,77.68085106382979,9.319148936170208,9.335616438356169
CA,2023-11-12,100,100,77.68085106382979,22.31914893617021,4.48045757864633
CA,2023-11-19,129,129,77.68085106382979,51.31914893617021,2.5136815920398012
CA,2023-11-26,150,150,77.68085106382979,72.31914893617021,2.0741394527802295
CA,2023-12-03,150,150,77.68085106382979,72.31914893617021,2.0741394527802295
CA,2023-12-10,161,161,77.68085106382979,83.31914893617021,1.9323289070480083
CA,2023-12-17,193,193,77.68085106382979,115.31914893617021,1.6736162361623617
CA,2023-12-24,188,188,77.68085106382979,110.31914893617021,1.7041465766634523
CA,2023-12-31,222,222,77.68085106382979,144.31914893617022,1.5382574082264484
CA,2024-01-07,197,197,77.68085106382979,119.31914893617021,1.651034236804565
CA,2024-01-14,191,191,77.68085106382979,113.31914893617021,1.685505069470522
CA,2024-01-21,152,152,77.68085106382979,74.31914893617021,2.045233323790438
CA,2024-01-28,144,144,77.68085106382979,66.31914893617021,2.171318575553417
CA,2024-02-04,149,149,77.68085106382979,71.31914893617021,2.089200477326969
CA,2024-02-11,104,104,77.68085106382979,26.31914893617021,3.9514955537590954
CA,2024-02-18,104,104,77.68085106382979,26.31914893617021,3.9514955537590954
CA,2024-02-25,103,103,77.68085106382979,25.31914893617021,4.068067226890757
CA,2024-03-03,72,72,77.68085106382979,-5.680851063829792,NA
CA,2024-03-10,73,73,77.68085106382979,-4.680851063829792,NA
CA,2024-03-17,65,65,77.68085106382979,-12.680851063829792,NA
CA,2024-03-24,41,41,77.68085106382979,-36.68085106382979,NA
CA,2024-03-31,38,38,77.68085106382979,-39.68085106382979,NA
CA,2024-04-07,36,36,77.68085106382979,-41.68085106382979,NA
CA,2024-04-14,34,34,77.68085106382979,-43.68085106382979,NA
CA,2024-04-21,30,30,77.68085106382979,-47.68085106382979,NA
CA,2024-04-28,36,36,77.68085106382979,-41.68085106382979,NA
CA,2024-05-05,34,34,77.68085106382979,-43.68085106382979,NA
CA,2024-05-12,41,41,77.68085106382979,-36.68085106382979,NA
CA,2024-05-19,38,38,77.68085106382979,-39.68085106382979,NA
CA,2024-05-26,40,40,77.68085106382979,-37.68085106382979,NA
CA,2024-06-02,47,47,77.68085106382979,-30.680851063829792,NA
CA,2024-06-09,37,37,77.68085106382979,-40.68085106382979,NA
CA,2024-06-16,66,66,77.68085106382979,-11.680851063829792,NA
CA,2024-06-23,57,57,77.68085106382979,-20.680851063829792,NA
CA,2024-06-30,73,73,77.68085106382979,-4.680851063829792,NA
CA,2024-07-07,66,66,77.68085106382979,-11.680851063829792,NA
CA,2024-07-14,95,95,77.68085106382979,17.31914893617021,5.485257985257987
CA,2024-07-21,88,88,77.68085106382979,10.319148936170208,8.527835051546395
CA,2024-07-28,118,118,77.68085106382979,40.31914893617021,2.9266490765171507
CA,2024-08-04,114,114,77.68085106382979,36.31914893617021,3.13884007029877
CA,2024-08-11,121,121,77.68085106382979,43.31914893617021,2.7932220039292734
CA,2024-08-18,150,150,77.68085106382979,72.31914893617021,2.0741394527802295
CA,2024-08-25,145,145,77.68085106382979,67.31914893617021,2.153919089759798
CA,2024-09-01,131,131,77.68085106382979,53.31914893617021,2.456903431763767
CA,2024-09-08,110,110,77.68085106382979,32.31914893617021,3.4035549703752475
CA,2024-09-15,99,99,77.68085106382979,21.31914893617021,4.6437125748503005
CA,2024-09-22,92,92,77.68085106382979,14.319148936170208,6.424962852897476
CA,2024-09-29,83,83,77.68085106382979,5.319148936170208,15.604000000000013
CA,2024-10-06,74,74,77.68085106382979,-3.6808510638297918,NA
CA,2024-10-13,42,42,77.68085106382979,-35.68085106382979,NA
CA,2024-10-20,41,41,77.68085106382979,-36.68085106382979,NA
CA,2024-10-27,33,33,77.68085106382979,-44.68085106382979,NA
CA,2024-11-03,23,23,77.68085106382979,-54.68085106382979,NA
CA,2024-11-10,24,24,77.68085106382979,-53.68085106382979,NA
CA,2024-11-17,0,0,77.68085106382979,-77.68085106382979,NA
CA,2024-11-24,0,0,77.68085106382979,-77.68085106382979,NA
CO,2020-01-19,0,0,9.02127659574468,-9.02127659574468,NA
CO,2020-01-26,0,0,9.02127659574468,-9.02127659574468,NA
CO,2020-02-02,0,0,9.02127659574468,-9.02127659574468,NA
CO,2020-02-09,0,0,9.02127659574468,-9.02127659574468,NA
CO,2020-02-16,0,0,9.02127659574468,-9.02127659574468,NA
CO,2020-02-23,0,0,9.02127659574468,-9.02127659574468,NA
CO,2020-03-01,0,0,9.02127659574468,-9.02127659574468,NA
CO,2020-03-08,0,0,9.02127659574468,-9.02127659574468,NA
CO,2020-03-15,17,17,9.02127659574468,7.9787234042553195,2.1306666666666665
CO,2020-03-22,47,47,9.02127659574468,37.97872340425532,1.2375350140056023
CO,2020-03-29,129,129,9.02127659574468,119.97872340425532,1.0751906366377018
CO,2020-04-05,214,214,9.02127659574468,204.97872340425533,1.044010795100685
CO,2020-04-12,218,218,9.02127659574468,208.97872340425533,1.0431683974750559
CO,2020-04-19,224,224,9.02127659574468,214.97872340425533,1.041963578780681
CO,2020-04-26,189,189,9.02127659574468,179.97872340425533,1.050124128147535
CO,2020-05-03,139,139,9.02127659574468,129.97872340425533,1.069405794729088
CO,2020-05-10,97,97,9.02127659574468,87.97872340425532,1.1025392986698912
CO,2020-05-17,93,93,9.02127659574468,83.97872340425532,1.1074233595135545
CO,2020-05-24,75,75,9.02127659574468,65.97872340425532,1.1367300870686876
CO,2020-05-31,63,63,9.02127659574468,53.97872340425532,1.1671265273945606
CO,2020-06-07,59,59,9.02127659574468,49.97872340425532,1.1805023414218816
CO,2020-06-14,38,38,9.02127659574468,28.97872340425532,1.3113069016152716
CO,2020-06-21,22,22,9.02127659574468,12.97872340425532,1.6950819672131148
CO,2020-06-28,25,25,9.02127659574468,15.97872340425532,1.5645805592543276
CO,2020-07-05,28,28,9.02127659574468,18.97872340425532,1.4753363228699552
CO,2020-07-12,43,43,9.02127659574468,33.97872340425532,1.2654978083907327
CO,2020-07-19,33,33,9.02127659574468,23.97872340425532,1.3762200532386868
CO,2020-07-26,36,36,9.02127659574468,26.97872340425532,1.334384858044164
CO,2020-08-02,39,39,9.02127659574468,29.97872340425532,1.3009226401703335
CO,2020-08-09,28,28,9.02127659574468,18.97872340425532,1.4753363228699552
CO,2020-08-16,19,19,9.02127659574468,9.97872340425532,1.904051172707889
CO,2020-08-23,29,29,9.02127659574468,19.97872340425532,1.4515441959531417
CO,2020-08-30,20,20,9.02127659574468,10.97872340425532,1.821705426356589
CO,2020-09-06,33,33,9.02127659574468,23.97872340425532,1.3762200532386868
CO,2020-09-13,21,21,9.02127659574468,11.97872340425532,1.7531083481349912
CO,2020-09-20,24,24,9.02127659574468,14.97872340425532,1.6022727272727273
CO,2020-09-27,35,35,9.02127659574468,25.97872340425532,1.3472563472563472
CO,2020-10-04,38,38,9.02127659574468,28.97872340425532,1.3113069016152716
CO,2020-10-11,41,41,9.02127659574468,31.97872340425532,1.2821024617431802
CO,2020-10-18,62,62,9.02127659574468,52.97872340425532,1.170281124497992
CO,2020-10-25,96,96,9.02127659574468,86.97872340425532,1.1037181996086105
CO,2020-11-01,167,167,9.02127659574468,157.97872340425533,1.057104377104377
CO,2020-11-08,228,228,9.02127659574468,218.97872340425533,1.0411970462495141
CO,2020-11-15,267,267,9.02127659574468,257.97872340425533,1.0349690721649485
CO,2020-11-22,348,348,9.02127659574468,338.97872340425533,1.0266131056992216
CO,2020-11-29,448,448,9.02127659574468,438.97872340425533,1.0205506010081427
CO,2020-12-06,428,428,9.02127659574468,418.97872340425533,1.021531586431038
CO,2020-12-13,402,402,9.02127659574468,392.97872340425533,1.0229561451001623
CO,2020-12-20,308,308,9.02127659574468,298.97872340425533,1.0301736407628808
CO,2020-12-27,263,263,9.02127659574468,253.97872340425533,1.035519812348161
CO,2021-01-03,211,211,9.02127659574468,201.97872340425533,1.0446644896239334
CO,2021-01-10,165,165,9.02127659574468,155.97872340425533,1.0578365843677533
CO,2021-01-17,158,158,9.02127659574468,148.97872340425533,1.0605541273921735
CO,2021-01-24,141,141,9.02127659574468,131.97872340425533,1.0683540222472996
CO,2021-01-31,118,118,9.02127659574468,108.97872340425532,1.082780163998438
CO,2021-02-07,100,100,9.02127659574468,90.97872340425532,1.099158091674462
CO,2021-02-14,65,65,9.02127659574468,55.97872340425532,1.161155454199924
CO,2021-02-21,59,59,9.02127659574468,49.97872340425532,1.1805023414218816
CO,2021-02-28,51,51,9.02127659574468,41.97872340425532,1.2149011657374555
CO,2021-03-07,50,50,9.02127659574468,40.97872340425532,1.2201453790238836
CO,2021-03-14,45,45,9.02127659574468,35.97872340425532,1.2507392075694854
CO,2021-03-21,43,43,9.02127659574468,33.97872340425532,1.2654978083907327
CO,2021-03-28,48,48,9.02127659574468,38.97872340425532,1.2314410480349345
CO,2021-04-04,26,26,9.02127659574468,16.97872340425532,1.531328320802005
CO,2021-04-11,62,62,9.02127659574468,52.97872340425532,1.170281124497992
CO,2021-04-18,56,56,9.02127659574468,46.97872340425532,1.1920289855072463
CO,2021-04-25,54,54,9.02127659574468,44.97872340425532,1.2005676442762536
CO,2021-05-02,72,72,9.02127659574468,62.97872340425532,1.1432432432432433
CO,2021-05-09,93,93,9.02127659574468,83.97872340425532,1.1074233595135545
CO,2021-05-16,69,69,9.02127659574468,59.97872340425532,1.1504079460801702
CO,2021-05-23,63,63,9.02127659574468,53.97872340425532,1.1671265273945606
CO,2021-05-30,69,69,9.02127659574468,59.97872340425532,1.1504079460801702
CO,2021-06-06,48,48,9.02127659574468,38.97872340425532,1.2314410480349345
CO,2021-06-13,42,42,9.02127659574468,32.97872340425532,1.273548387096774
CO,2021-06-20,43,43,9.02127659574468,33.97872340425532,1.2654978083907327
CO,2021-06-27,44,44,9.02127659574468,34.97872340425532,1.2579075425790753
CO,2021-07-04,55,55,9.02127659574468,45.97872340425532,1.1962054604349839
CO,2021-07-11,38,38,9.02127659574468,28.97872340425532,1.3113069016152716
CO,2021-07-18,45,45,9.02127659574468,35.97872340425532,1.2507392075694854
CO,2021-07-25,44,44,9.02127659574468,34.97872340425532,1.2579075425790753
CO,2021-08-01,42,42,9.02127659574468,32.97872340425532,1.273548387096774
CO,2021-08-08,64,64,9.02127659574468,54.97872340425532,1.1640866873065014
CO,2021-08-15,88,88,9.02127659574468,78.97872340425532,1.1142241379310345
CO,2021-08-22,96,96,9.02127659574468,86.97872340425532,1.1037181996086105
CO,2021-08-29,106,106,9.02127659574468,96.97872340425532,1.0930232558139534
CO,2021-09-05,101,101,9.02127659574468,91.97872340425532,1.0980800370113346
CO,2021-09-12,122,122,9.02127659574468,112.97872340425532,1.07984934086629
CO,2021-09-19,130,130,9.02127659574468,120.97872340425532,1.0745691171297924
CO,2021-09-26,157,157,9.02127659574468,147.97872340425533,1.0609633357296908
CO,2021-10-03,171,171,9.02127659574468,161.97872340425533,1.0556942072770261
CO,2021-10-10,157,157,9.02127659574468,147.97872340425533,1.0609633357296908
CO,2021-10-17,196,196,9.02127659574468,186.97872340425533,1.0482476103777878
CO,2021-10-24,218,218,9.02127659574468,208.97872340425533,1.0431683974750559
CO,2021-10-31,254,254,9.02127659574468,244.97872340425533,1.0368247351050894
CO,2021-11-07,285,285,9.02127659574468,275.97872340425533,1.03268830467967
CO,2021-11-14,291,291,9.02127659574468,281.97872340425533,1.0319927563570512
CO,2021-11-21,278,278,9.02127659574468,268.97872340425533,1.0335389969941464
CO,2021-11-28,293,293,9.02127659574468,283.97872340425533,1.031767438375665
CO,2021-12-05,285,285,9.02127659574468,275.97872340425533,1.03268830467967
CO,2021-12-12,252,252,9.02127659574468,242.97872340425533,1.0371278458844133
CO,2021-12-19,213,213,9.02127659574468,203.97872340425533,1.0442265567956608
CO,2021-12-26,197,197,9.02127659574468,187.97872340425533,1.0479909451046971
CO,2022-01-02,197,197,9.02127659574468,187.97872340425533,1.0479909451046971
CO,2022-01-09,243,243,9.02127659574468,233.97872340425533,1.038555969809948
CO,2022-01-16,279,279,9.02127659574468,269.97872340425533,1.0334147686972968
CO,2022-01-23,270,270,9.02127659574468,260.97872340425533,1.0345670960378281
CO,2022-01-30,244,244,9.02127659574468,234.97872340425533,1.0383918869974647
CO,2022-02-06,189,189,9.02127659574468,179.97872340425533,1.050124128147535
CO,2022-02-13,141,141,9.02127659574468,131.97872340425533,1.0683540222472996
CO,2022-02-20,108,108,9.02127659574468,98.97872340425532,1.0911435941530525
CO,2022-02-27,82,82,9.02127659574468,72.97872340425532,1.1236151603498543
CO,2022-03-06,63,63,9.02127659574468,53.97872340425532,1.1671265273945606
CO,2022-03-13,50,50,9.02127659574468,40.97872340425532,1.2201453790238836
